,N06351L
N06351L,0.0
N06411H,0.03698523873638204
N06421A,0.0
N06421D,0.016874380516023052
N06421E,0.018859738036654458
N06421F,0.03523435716750218
N06421G,0.027969180795396793
N06431Y,0.03896020140664944
N31111S,0.016396777609294342
N31111U,0.0
N31111W,0.030062153906048054
