,N31111U
N06351L,0.003294182884444963
N06411H,0.00551232783474967
N06421A,0.012838885931391122
N06421D,0.020167555826486373
N06421E,0.0
N06421F,0.0
N06421G,0.019534672935962956
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.007243961276444276
