,N31111S
N06351L,0.023166030719607104
N06411H,0.01028998249985738
N06421A,0.0
N06421D,0.010230658397564353
N06421E,0.03664678028078797
N06421F,0.020972648973784622
N06421G,0.01471738561866808
N06431Y,0.03314612557310214
N31111S,0.0
N31111U,0.0
N31111W,0.011571434565249356
