,N31111W
N06351L,0.022878015926345415
N06411H,0.01901206479282126
N06421A,0.019352275378116457
N06421D,0.03727138110303023
N06421E,0.0
N06421F,0.009899940418614264
N06421G,0.032807621169244204
N06431Y,0.013620134233923099
N31111S,0.005685239063892639
N31111U,0.0058826789707401945
N31111W,0.0
