,N06421G
N06351L,0.02298327777494294
N06411H,0.016384938962566785
N06421A,0.01692351228463745
N06421D,0.031650239638390885
N06421E,0.01397390185549833
N06421F,0.02163803469765147
N06421G,0.0
N06431Y,0.035040662299124135
N31111S,0.01465006598055656
N31111U,0.010501488586626695
N31111W,0.03759242787194634
