,N06411H
N06351L,0.02725048646149911
N06411H,0.0
N06421A,0.008540886889250587
N06421D,0.035023461873610016
N06421E,0.008054176272864411
N06421F,0.04138107776140953
N06421G,0.03778869451550136
N06431Y,0.03897413024815842
N31111S,0.01130792292203951
N31111U,0.0038038203584703986
N31111W,0.02752581422970969
