,N06421E
N06351L,0.023155829366098446
N06411H,0.0260235711565371
N06421A,0.0
N06421D,0.019895339770500203
N06421E,0.0
N06421F,0.021986487706524626
N06421G,0.016572957261532285
N06431Y,0.018301712768856674
N31111S,0.015316559226276519
N31111U,0.0075675679936157
N31111W,0.009872139352812495
