,N06421D
N06351L,0.041486614551290185
N06411H,0.0298834329435844
N06421A,0.01682682513198847
N06421D,0.0
N06421E,0.005444161469618938
N06421F,0.019816905504262093
N06421G,0.035418665852883745
N06431Y,0.02764562921569747
N31111S,0.005701653893642516
N31111U,0.009900967526636217
N31111W,0.03289302810894661
