,N06421F
N06351L,0.027819059336114452
N06411H,0.017379285151692857
N06421A,0.0
N06421D,0.012206917430639189
N06421E,0.015011048416176082
N06421F,0.0
N06421G,0.012825173325195307
N06431Y,0.04667217512302754
N31111S,0.014583506768928311
N31111U,0.0
N31111W,0.02793886938821254
