,N06431Y
N06351L,0.032696778371959674
N06411H,0.022988732806288832
N06421A,0.0
N06421D,0.027217152223001678
N06421E,0.023435458914089213
N06421F,0.0602780289563526
N06421G,0.015513894452856147
N06431Y,0.0
N31111S,0.011970666466580368
N31111U,0.0
N31111W,0.015524328821101226
