,N06731X
N06691U,0.02496590948286353
N06731X,0.0
N06731Y,0.026671731125871435
N26151X,0.03840601204185849
N29121G,0.06372866007018681
N29131B,0.05946544405054323
N29131C,0.034717449057894825
N29141A,0.04311738546860947
N29142H,0.04623258028431331
N29131F,0.0354508082297823
