,N29141A
N06691U,0.02094636799415254
N06731X,0.035994547269786785
N06731Y,0.02267873863976147
N26151X,0.01823227095607966
N29121G,0.07466900373955394
N29131B,0.06127099252801287
N29131C,0.024122934032470712
N29141A,0.0
N29142H,0.0458839273885771
N29131F,0.006798323965517975
