,N29131C
N06691U,0.04953821558685743
N06731X,0.022125613125705653
N06731Y,0.06508890499876387
N26151X,0.025942758719339314
N29121G,0.035980050250133656
N29131B,0.045995116337982964
N29131C,0.0
N29141A,0.02259410610686453
N29142H,0.04790474899484939
N29131F,0.0
