,N29131B
N06691U,0.01855740847006869
N06731X,0.0
N06731Y,0.04110302571504481
N26151X,0.020494036032819456
N29121G,0.024523258091940413
N29131B,0.0
N29131C,0.009680987147104877
N29141A,0.013436273289308404
N29142H,0.06484514974970428
N29131F,0.0
