,N06731Y
N06691U,0.017527228500343044
N06731X,0.0035458994631169904
N06731Y,0.0
N26151X,0.009328304357845063
N29121G,0.013651730727812082
N29131B,0.01717150832107845
N29131C,0.006347829169190628
N29141A,0.014903899154229258
N29142H,0.055597280842536234
N29131F,0.019595961959599974
