,N06691U
N06691U,0.0
N06731X,0.0063699089439945055
N06731Y,0.08402172501731527
N26151X,0.026005292894260935
N29121G,0.01619844986832225
N29131B,0.03163887986488657
N29131C,0.022019891380766758
N29141A,0.020128146570415888
N29142H,0.059835704881829675
N29131F,0.0151179151457278
