,N26151X
N06691U,0.02620788583204202
N06731X,0.03929689791283858
N06731Y,0.034328900309102475
N26151X,0.0
N29121G,0.048402394567532925
N29131B,0.05238241840428423
N29131C,0.038429556693890005
N29141A,0.044511666505742696
N29142H,0.054963509691397135
N29131F,0.018952561995855672
