N06481N
80.0
48.0
80.0
80.0
80.0
30.0
41.0
0.0
80.0
35.0
80.0
35.0
53.0
41.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
0.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
0.0
0.0
80.0
41.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
80.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
80.0
0.0
80.0
0.0
35.0
0.0
80.0
0.0
80.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
53.0
80.0
80.0
0.0
80.0
80.0
80.0
80.0
48.0
80.0
80.0
53.0
80.0
80.0
35.0
80.0
80.0
41.0
41.0
53.0
41.0
0.0
80.0
35.0
37.0
80.0
80.0
35.0
41.0
80.0
80.0
28.0
48.0
80.0
80.0
33.0
37.0
80.0
25.0
80.0
40.0
35.0
30.0
35.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
11.0
20.0
37.0
80.0
35.0
35.0
32.0
27.0
28.0
9.0
24.0
80.0
27.0
43.0
80.0
30.0
30.0
35.0
16.0
35.0
16.0
12.0
25.0
41.0
53.0
9.0
25.0
27.0
9.0
30.0
32.0
80.0
22.0
14.0
41.0
17.0
16.0
25.0
3.0
16.0
9.0
24.0
80.0
32.0
25.0
28.0
80.0
27.0
27.0
12.0
37.0
27.0
30.0
28.0
30.0
24.0
27.0
35.0
35.0
22.0
9.0
30.0
20.0
35.0
30.0
33.0
41.0
27.0
19.0
30.0
30.0
19.0
12.0
14.0
80.0
12.0
27.0
17.0
22.0
27.0
80.0
80.0
25.0
32.0
14.0
11.0
27.0
24.0
28.0
9.0
30.0
28.0
32.0
41.0
30.0
24.0
32.0
80.0
20.0
25.0
17.0
32.0
25.0
8.0
30.0
37.0
27.0
22.0
53.0
41.0
24.0
27.0
30.0
53.0
80.0
41.0
80.0
80.0
41.0
53.0
80.0
35.0
33.0
30.0
80.0
35.0
30.0
38.0
30.0
35.0
80.0
80.0
38.0
14.0
53.0
35.0
80.0
35.0
30.0
41.0
0.0
30.0
80.0
35.0
0.0
80.0
41.0
80.0
35.0
80.0
80.0
35.0
8.0
80.0
41.0
80.0
41.0
35.0
33.0
35.0
80.0
0.0
80.0
0.0
80.0
0.0
80.0
0.0
80.0
35.0
53.0
80.0
80.0
0.0
80.0
0.0
0.0
80.0
80.0
41.0
80.0
0.0
0.0
0.0
35.0
80.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
48.6956521739131
60.5405405405405
80.0
60.6797853309481
0.0
80.0
0.0
80.0
80.0
80.0
0.0
0.0
80.0
80.0
0.0
80.0
80.0
35.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
0.0
80.0
0.0
80.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
80.0
80.0
80.0
0.0
80.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
80.0
80.0
80.0
11.0
0.0
80.0
41.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
53.0
80.0
0.0
80.0
80.0
0.0
80.0
30.0
53.0
80.0
32.0
41.0
35.0
53.0
32.0
45.0
41.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
3.0
41.0
25.0
17.0
16.0
24.0
80.0
35.0
35.0
17.0
30.0
30.0
12.0
12.0
80.0
28.0
12.0
16.0
30.0
24.0
80.0
27.0
27.0
24.0
30.0
20.0
2.59541984732824
33.0
32.0
35.0
19.0
12.0
35.0
30.0
24.0
35.0
41.0
30.0
35.0
25.0
30.0
30.0
27.0
41.0
24.0
25.0
32.0
30.0
35.0
22.0
28.0
80.0
32.0
25.0
37.0
30.0
17.0
27.0
35.0
24.0
30.0
17.0
35.0
32.0
25.0
3.0
27.0
30.0
24.0
35.0
27.0
80.0
80.0
32.0
53.0
80.0
30.0
35.0
41.0
41.0
53.0
28.0
80.0
35.0
80.0
28.0
35.0
30.0
80.0
27.0
80.0
41.0
80.0
80.0
80.0
80.0
30.0
80.0
80.0
25.0
35.0
28.0
28.0
41.0
30.0
30.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
35.0
80.0
35.0
80.0
80.0
80.0
80.0
80.0
0.0
41.0
33.0
0.0
80.0
80.0
0.0
80.0
41.0
0.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
35.0
35.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
48.6956521739131
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
0.0
35.0
41.0
41.0
41.0
41.0
41.0
32.0
33.0
0.0
80.0
80.0
35.0
35.0
30.0
9.0
12.0
16.0
22.0
22.0
8.0
6.0
80.0
14.0
9.0
9.0
11.0
80.0
16.0
16.0
16.0
28.0
32.0
24.0
8.68085106382979
4.0
7.55223880597015
14.3738656987296
24.0
24.0
24.0
21.8217821782178
19.0
18.0446927374302
8.86956521739131
8.58064516129032
17.0731707317073
18.0
18.24
24.0
19.274302213667
5.29801324503311
17.0731707317073
18.3076923076923
22.8599875544493
25.1781737193764
25.7185185185185
35.0
32.0
33.0
12.0
80.0
35.0
41.0
25.0
4.0
28.0
80.0
32.0
35.0
23.75
21.063829787234
19.6375838926175
17.7898089171975
20.7214765100671
26.1804384485666
16.811320754717
14.4878048780488
20.7272727272727
11.7480916030534
12.2142857142857
20.0961538461538
18.4455782312925
12.2112676056338
12.8048780487805
24.609375
24.0
18.1176470588235
17.0847457627119
23.6417910447761
26.0526315789474
21.6606498194946
19.5229357798165
29.2173913043478
43.0769230769231
80.0
27.5
80.0
31.9526627218935
30.0
24.9795918367347
24.0
24.8868778280543
22.0
6.06741573033708
27.0
30.4347826086957
35.0
28.0
24.0
38.0
38.0
16.2162162162162
12.0
4.60975609756098
3.0
21.3333333333333
32.0
17.4545454545455
12.0
13.037037037037
11.0
10.0271186440678
6.0
11.5789473684211
12.0
11.3548387096774
8.0
4.52173913043478
6.0
4.0
4.0
6.0
6.0
3.46987951807229
3.0
10.2857142857143
12.0
5.01818181818182
6.0
4.0
4.0
5.21739130434783
8.0
4.72727272727273
4.0
6.74157303370787
6.0
4.33333333333333
3.0
10.7663551401869
16.0
30.7450980392157
28.0
23.75
19.0
19.0
19.0
16.7759197324415
12.0
34.0331491712707
80.0
41.5855039637599
27.0
24.5418326693227
80.0
80.0
80.0
46.8992805755396
41.0
41.0
0.0
31.5957446808511
27.0
57.1428571428572
48.0
32.4905660377359
41.0
45.4293628808864
80.0
43.921568627451
35.0
80.0
80.0
57.8839590443686
80.0
80.0
80.0
80.0
80.0
80.0
80.0
63.7593984962406
53.0
27.0
27.0
80.0
80.0
48.955223880597
41.0
80.0
80.0
80.0
80.0
63.7593984962406
53.0
80.0
80.0
80.0
0.0
80.0
80.0
80.0
80.0
27.0
0.0
80.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
80.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
80.0
80.0
80.0
0.0
80.0
80.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
80.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
80.0
80.0
32.9464285714286
30.0
30.0
30.0
30.0
25.0
51.4285714285714
30.0
38.3561643835617
40.0
31.1111111111111
24.0
29.3193717277487
25.0
16.7037037037037
9.0
17.7777777777778
16.0
19.741935483871
12.0
11.4782608695652
12.0
