N06521E
20.0
20.0
27.0
20.0
27.0
28.0
22.0
20.0
22.0
19.0
17.0
22.0
22.0
20.0
24.0
20.0
22.0
24.0
20.0
22.0
22.0
19.0
24.0
20.0
19.0
22.0
22.0
27.0
24.0
24.0
20.0
22.0
22.0
19.0
22.0
24.0
20.0
24.0
22.0
22.0
19.0
22.0
24.0
20.0
22.0
22.8661417322835
24.0
24.0
19.0
22.0
24.0
24.3478260869565
23.1578947368421
21.0294117647059
22.0
20.0
25.0
22.0
19.0
20.0
25.0
22.0
20.0
25.0
24.0
22.0
22.0
24.0
22.0
24.0
22.0
22.0
20.0
27.0
24.0
24.0
24.0
27.0
24.0
20.0
20.0
24.0
14.0
30.0
20.0
20.0
16.0
24.0
22.0
22.0
27.0
27.0
27.0
18.7425968109339
17.0
22.0
22.0
12.0
24.0
20.0
22.0
25.0
22.0
20.0
25.0
17.0
19.0
17.0
25.0
25.0
20.0
20.0
19.0
24.0
25.0
17.0
19.0
24.0
25.0
27.0
24.0
19.0
19.0
20.0
24.0
22.0
27.0
22.0
19.0
22.0
19.0
19.0
20.0
17.0
19.0
20.0
25.0
20.0
22.0
20.0
20.0
17.0
22.0
20.0
24.0
20.0
19.0
19.0
25.0
19.0
24.0
19.0
19.0
20.0
20.0
19.0
19.0
20.0
19.0
20.0
17.0
20.0
24.0
22.0
20.0
19.0
22.0
20.0
25.0
20.0
19.0
20.0
25.0
24.4168734491315
17.0
20.0
24.0
20.0
24.0
20.0
20.0
20.0
17.0
17.0
20.0
19.0
22.0
17.0
20.0
20.0
22.0
14.0
12.0
19.0
22.0
17.0
20.0
20.0
19.0
17.0
22.0
24.0
20.0
19.0
19.0
25.0
22.0
19.0
20.0
22.0
17.0
19.0
20.0
20.0
17.0
17.0
24.0
16.0
22.0
19.0
20.0
20.0
20.0
17.0
17.0
22.0
16.0
22.0
20.0
17.0
16.0
20.0
17.0
20.0
17.0
22.0
19.0
22.0
19.0
24.0
17.0
19.0
20.0
25.0
20.0
22.0
25.0
20.0
24.0
20.0
19.0
22.0
22.0
20.0
24.0
20.0
11.0
22.0
19.0
24.0
20.0
24.0
17.0
22.0
20.0
27.0
17.0
22.0
20.0
17.0
16.0
24.0
19.0
22.0
20.0
20.0
20.0
22.0
22.0
24.0
20.0
12.0
19.0
20.0
22.0
19.0
22.0
19.0
20.0
24.0
20.0
22.0
17.0
22.0
19.0
19.0
20.0
17.0
19.0
22.0
19.0
19.0
20.0
22.0
22.0
22.0
22.0
22.0
22.0
24.0
22.0
20.0
19.0
25.0
17.0
22.0
20.0
24.0
20.0
22.0
22.0
20.0
24.0
24.0
22.0
20.0
24.0
22.0
19.0
20.0
22.0
22.0
22.0
21.1246006389776
24.0
24.0
24.0
24.0
24.622030237581
24.5480494766889
24.0
22.8023032629559
24.0
24.0
24.0
24.0
20.0
24.0
20.0
22.0
20.0
24.0
24.0
20.0
20.0
24.0
24.0
22.0
22.0
24.0
80.0
25.0
25.0
25.0
24.0
22.0
27.0
30.0
20.0
1.0
80.0
0.0
80.0
20.0
80.0
24.0
24.0
24.0
24.0
24.0
24.0
24.0
27.0
24.0
27.0
25.0
22.0
80.0
20.0
80.0
25.0
25.0
20.0
20.0
25.0
25.0
25.0
17.0
24.0
20.0
27.0
25.0
19.0
19.0
22.0
25.0
22.0
24.0
20.0
22.0
17.0
24.0
27.0
19.0
27.0
14.0
27.0
27.0
22.0
22.0
25.0
17.0
24.0
25.0
20.0
22.0
24.0
20.0
22.0
19.0
25.0
20.0
22.0
19.0
22.0
20.0
25.0
16.0
25.0
22.0
17.0
22.0
25.0
20.0
20.0
22.0
20.0
24.0
20.0
19.0
20.0
24.0
20.0
24.0
20.0
25.0
20.0
22.0
20.0
22.0
22.0
20.0
20.0
20.0
24.0
17.0
22.0
24.0
24.0
25.0
19.0
22.0
19.4732006125574
24.0
20.0
25.0
19.0
24.0
24.0
22.0
24.0
19.0
20.0
20.0
22.0
20.0
24.0
22.0
24.0
22.0
25.0
19.0
24.0
19.0
24.0
20.0
20.0
27.0
27.0
24.0
24.0
19.0
22.0
20.0
22.0
19.0
22.0
