N06731Z
0.0
1.0
0.0
0.0
80.0
80.0
4.0
80.0
80.0
0.0
3.0
80.0
3.0
1.0
3.0
0.0
0.0
0.0
3.0
4.0
0.0
1.0
0.0
4.0
1.0
1.0
1.0
3.0
0.0
80.0
1.0
1.0
1.0
1.0
0.0
0.0
1.0
0.0
0.0
0.0
80.0
0.0
1.0
0.0
80.0
4.41717791411043
3.0
3.0
1.0
80.0
0.0
80.0
80.0
0.0
0.0
80.0
1.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
80.0
4.0
0.0
0.0
0.0
0.0
0.0
80.0
1.0
0.0
0.0
0.0
80.0
1.0
0.0
80.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
80.0
3.0
0.0
0.0
0.0
1.0
80.0
0.0
1.0
1.0
1.0
4.0
1.0
1.0
1.0
0.0
80.0
0.0
80.0
1.0
3.0
0.0
0.0
3.0
3.0
80.0
1.0
0.0
80.0
3.0
3.0
0.0
1.0
1.0
0.0
0.0
1.0
1.0
3.0
8.0
0.0
0.0
1.0
1.0
0.0
80.0
3.0
3.0
3.0
1.0
1.0
1.0
1.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
4.0
0.0
0.0
80.0
1.0
3.0
1.0
0.0
80.0
1.0
0.0
80.0
0.0
1.0
0.0
0.0
0.0
0.0
80.0
1.0
1.0
3.0
1.0
0.0
0.0
0.0
80.0
0.0
1.0
0.0
80.0
0.0
0.0
0.0
0.0
3.0
1.0
0.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
80.0
1.0
3.0
1.0
3.0
0.0
80.0
0.0
0.0
0.0
80.0
3.0
0.0
80.0
6.0
1.0
3.0
3.0
0.0
0.0
80.0
0.0
0.0
19.0
3.0
1.0
1.0
80.0
0.0
80.0
1.0
80.0
1.0
6.0
3.0
0.0
80.0
0.0
0.0
0.0
0.0
80.0
1.0
1.0
0.0
1.0
0.0
3.0
1.0
1.0
1.0
4.0
4.0
1.0
1.0
1.0
1.0
20.0
0.0
80.0
4.0
1.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
80.0
3.0
0.0
0.0
80.0
0.0
0.0
0.0
1.0
0.0
80.0
4.0
80.0
80.0
0.0
0.0
0.0
80.0
0.0
80.0
80.0
0.0
1.0
0.0
3.0
0.0
1.0
1.0
0.0
0.0
80.0
1.0
0.0
0.0
0.0
0.0
0.0
80.0
3.0
3.0
80.0
80.0
80.0
0.0
80.0
1.0
80.0
80.0
80.0
0.0
80.0
4.0
0.0
1.0
0.0
80.0
80.0
80.0
0.0
1.0
0.0
1.0
3.0
0.0
1.0
0.0
0.0
80.0
1.0
0.0
0.0
0.0
0.0
80.0
0.0
80.0
0.0
0.0
0.0
80.0
1.0
1.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
3.0
0.0
0.0
0.0
1.0
80.0
1.0
0.0
0.0
1.0
0.0
1.0
0.0
0.0
80.0
0.0
80.0
0.0
3.0
0.0
0.0
0.0
0.0
80.0
0.0
80.0
1.0
1.0
0.0
80.0
1.0
6.0
0.0
0.0
80.0
1.0
80.0
0.0
0.0
80.0
1.0
0.0
0.0
0.0
0.0
80.0
0.0
0.0
0.0
0.0
1.0
3.0
1.0
3.0
0.0
0.0
3.0
3.0
3.0
3.0
0.0
80.0
1.0
1.0
1.0
3.0
1.0
1.0
1.0
3.0
0.0
0.0
0.0
1.0
6.0
0.0
80.0
30.0
1.0
1.0
1.0
3.0
1.8
4.0
1.0
1.0
1.0
1.0
3.0
80.0
0.0
80.0
3.0
1.0
4.0
0.0
0.0
80.0
3.0
0.0
1.0
1.0
1.0
1.0
1.0
1.0
1.0
9.0
3.0
0.0
80.0
1.0
3.0
1.0
80.0
3.0
0.0
3.0
3.0
1.0
80.0
0.0
0.0
0.0
0.0
0.0
1.0
1.0
3.0
0.0
80.0
0.0
1.0
1.0
0.0
80.0
1.0
1.0
0.0
80.0
1.0
