N06481S
43.0
53.0
80.0
41.0
41.0
43.0
41.0
57.0
38.0
0.0
53.0
80.0
41.0
35.0
38.0
80.0
35.0
80.0
27.0
35.0
53.0
27.0
28.0
53.0
80.0
80.0
80.0
0.0
80.0
53.0
80.0
35.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
68.3870967741935
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
33.0
33.0
80.0
0.0
80.0
80.0
56.0
80.0
41.0
80.0
80.0
0.0
0.0
80.0
0.0
0.0
80.0
80.0
0.0
80.0
80.0
0.0
80.0
0.0
80.0
0.0
74.0
53.0
35.0
35.0
53.0
80.0
30.0
30.0
80.0
80.0
80.0
53.0
48.0
48.0
48.0
60.4195804195804
40.0
38.0
80.0
38.0
32.0
35.0
80.0
41.0
0.0
80.0
80.0
35.0
37.0
30.0
48.0
41.0
48.0
48.0
40.0
35.0
53.0
57.0
33.0
41.0
40.0
33.0
40.0
30.0
53.0
38.0
41.0
46.0
40.0
37.0
40.0
43.0
35.0
33.0
35.0
35.0
38.0
41.0
33.0
35.0
32.0
43.0
33.0
37.0
45.0
41.0
32.0
33.0
24.0
33.0
41.0
37.0
35.0
37.0
32.0
35.0
38.0
32.0
40.0
33.0
32.0
33.0
25.0
32.0
28.0
28.0
46.0
41.0
25.0
41.0
43.0
37.0
38.0
33.0
51.0
40.0
37.0
43.0
32.0
37.0
38.0
48.0
33.0
32.0
28.0
37.0
37.0
38.0
46.0
30.0
37.0
35.0
38.0
41.0
37.0
38.0
37.0
37.0
45.0
33.0
38.0
38.0
35.0
38.0
35.0
24.0
35.0
38.0
37.0
38.0
41.0
38.0
41.0
40.0
38.0
40.0
33.0
48.0
30.0
45.0
38.0
40.0
33.0
38.0
38.0
33.0
53.0
37.0
37.0
35.0
37.0
35.0
43.0
38.0
40.0
38.0
38.0
35.0
41.0
33.0
45.0
38.0
35.0
40.0
38.0
38.0
33.0
41.0
40.0
35.0
45.0
53.0
38.0
41.0
33.0
40.0
40.0
80.0
80.0
33.0
40.0
35.0
46.0
48.0
38.0
41.0
41.0
33.0
33.0
80.0
41.0
20.0
56.0
38.0
43.0
57.0
51.0
43.0
53.0
80.0
80.0
77.0
64.0
37.0
53.0
74.0
45.0
35.0
40.0
35.0
38.0
80.0
32.0
37.0
35.0
41.0
30.0
37.0
82.0
35.0
35.0
53.0
33.0
41.0
30.0
53.0
80.0
33.0
41.0
41.0
40.0
80.0
0.0
0.0
41.0
41.0
0.0
80.0
80.0
41.0
0.0
0.0
80.0
30.0
80.0
41.0
80.0
35.0
80.0
20.0
80.0
80.0
80.0
41.0
41.0
0.0
0.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
61.0
12.0
80.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
80.0
41.0
0.0
0.0
80.0
80.0
0.0
80.0
24.0
41.0
80.0
80.0
80.0
41.0
80.0
35.0
80.0
48.0
80.0
41.0
0.0
53.0
0.0
0.0
0.0
80.0
35.0
35.0
35.0
60.5405405405405
41.0
80.0
41.0
80.0
41.0
0.0
80.0
0.0
80.0
0.0
80.0
0.0
41.0
80.0
80.0
80.0
80.0
41.0
80.0
41.0
53.0
80.0
80.0
35.0
35.0
43.0
53.0
35.0
35.0
53.0
43.0
43.0
27.0
32.0
33.0
80.0
43.0
35.0
37.0
41.0
25.0
35.0
40.0
43.0
38.0
49.0
32.0
41.0
40.0
38.0
35.0
35.0
38.0
33.0
46.0
37.0
40.0
43.0
38.0
40.0
32.0
78.0
33.0
40.0
38.0
40.0
40.0
38.0
35.0
43.0
37.0
38.0
33.0
40.0
28.0
32.0
35.0
33.0
33.0
37.0
37.0
33.0
37.0
28.0
43.0
35.0
38.0
37.0
37.0
25.0
29.8780487804878
40.0
38.0
38.0
38.0
32.0
37.0
32.0
38.0
32.0
38.0
33.0
41.0
32.0
33.0
43.0
35.0
38.0
32.0
37.0
41.0
45.0
35.0
37.0
38.0
33.0
41.0
35.0
41.0
43.0
46.0
30.0
40.0
38.0
40.0
37.0
35.0
45.0
37.0
37.0
41.0
38.0
35.0
43.0
38.0
41.0
48.0
38.0
40.0
30.0
40.0
41.0
37.0
37.0
48.0
35.0
46.0
41.0
37.0
38.0
41.0
35.0
80.0
24.0
37.0
38.0
41.0
30.0
40.0
38.0
38.0
80.0
80.0
40.0
46.0
35.0
27.0
41.0
35.0
41.0
53.0
53.0
41.0
24.0
35.0
33.0
32.0
35.0
35.0
48.0
33.0
38.0
80.0
33.0
45.0
80.0
41.0
35.0
48.0
74.0
41.0
37.0
33.0
48.0
48.0
80.0
80.0
37.0
37.0
37.0
41.0
41.0
41.0
39.3073394495413
38.0
38.0
38.0
38.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
80.0
37.0
50.5982905982906
80.0
43.7410071942446
80.0
80.0
80.0
20.1780415430267
17.0
80.0
0.0
80.0
80.0
80.0
0.0
0.0
74.0
80.0
27.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
74.0
0.0
0.0
80.0
30.0
0.0
0.0
80.0
53.0
80.0
41.0
0.0
0.0
80.0
80.0
80.0
35.0
80.0
80.0
80.0
74.0
48.0
80.0
32.0
80.0
38.0
35.0
54.0
41.0
38.0
41.0
64.0
43.0
41.0
41.0
41.0
41.0
43.6270022883295
38.0
37.0
35.0
32.0
40.0
32.0
24.0
28.0
24.0
27.0
30.0
41.0
33.0
33.0
28.0
33.0
32.0
33.0
32.0
32.0
30.0
24.0
24.0
27.1358885017422
33.0
38.0
35.0
32.9842931937173
30.0
42.4666142969364
35.9624134520277
29.9746121297602
33.0
33.0
32.4283464566929
32.0
33.4980494148245
33.5694822888283
30.2950819672131
30.8311425682508
32.5186385737439
32.5186385737439
33.0
33.0458465728552
37.7524752475248
30.8311425682508
32.4118811881188
38.2800982800983
32.0
32.64
38.0
27.0
40.0
32.0
35.0
49.0
40.0
40.0
35.0
28.0
37.0
32.0
27.0
25.4117647058824
30.2769230769231
37.3756906077348
34.1715976331361
36.1413043478261
39.3103448275862
42.1875
39.1525423728814
32.4820143884892
30.0
28.9068825910931
29.0181818181818
30.9677419354839
31.1111111111111
30.0
29.0878378378378
30.020618556701
34.3767724510466
34.6406601650413
34.9860031104199
35.2058823529412
34.8595041322314
37.4220532319392
34.7054263565891
31.5652173913044
30.0
31.6446124763705
27.0
30.1899683386102
33.0
33.9735099337748
38.0
33.3333333333333
35.0
38.2552504038772
40.0
31.2690355329949
30.0
29.5055679287305
27.0
34.634820867379
41.0
30.1609195402299
32.0
11.3606557377049
11.0
12.6666666666667
16.0
24.2893401015228
33.0
29.1864877371587
27.0
17.2710280373832
24.0
30.5144843568946
33.0
26.6666666666667
28.0
27.9272727272727
24.0
30.888
33.0
32.2608695652174
30.0
9.24324324324324
8.0
10.858064516129
17.0
21.6863033873343
