N06481P
41.0
53.0
53.0
35.0
48.0
41.0
35.0
25.0
33.0
38.0
41.0
51.0
41.0
40.0
80.0
27.0
38.0
28.0
80.0
32.0
80.0
0.0
80.0
41.0
41.0
41.0
0.0
80.0
80.0
30.0
80.0
35.0
0.0
80.0
74.0
27.0
35.0
48.0
80.0
58.6561264822134
41.0
80.0
0.0
41.0
80.0
43.6965517241379
33.0
39.1567164179105
53.0
80.0
80.0
80.0
56.2285714285714
48.1587301587302
35.0
80.0
30.0
0.0
80.0
35.0
80.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
53.0
33.0
80.0
27.0
0.0
80.0
80.0
80.0
80.0
56.0
43.0
0.0
80.0
80.0
80.0
80.0
41.0
0.0
80.0
41.0
41.0
41.0
40.7272727272727
80.0
80.0
0.0
80.0
41.0
35.0
80.0
41.0
80.0
35.0
80.0
53.0
53.0
80.0
80.0
80.0
53.0
53.0
80.0
37.0
41.0
30.0
53.0
30.0
80.0
35.0
33.0
28.0
30.0
41.0
33.0
28.0
41.0
33.0
43.0
28.0
25.0
33.0
33.0
37.0
46.0
41.0
22.0
28.0
35.0
45.0
28.0
30.0
40.0
43.0
40.0
16.0
38.0
38.0
30.0
33.0
30.0
17.0
24.0
30.0
32.0
30.0
20.0
14.0
20.0
19.0
25.0
16.0
12.0
24.0
12.0
14.0
30.0
6.0
30.0
30.0
27.0
20.0
11.0
14.0
16.0
37.0
24.0
6.0
8.0
12.0
24.0
12.0
8.0
17.0
12.0
14.0
35.0
20.0
25.0
16.0
20.0
12.0
30.0
19.0
14.0
19.0
16.0
22.0
24.0
28.0
35.0
24.0
19.0
24.0
11.0
28.0
16.0
19.0
4.0
30.0
35.0
32.0
20.0
28.0
14.0
24.0
11.0
9.0
25.0
33.0
14.0
9.0
22.0
11.0
17.0
9.0
20.0
19.0
16.0
32.0
25.0
17.0
19.0
19.0
20.0
28.0
22.0
11.0
11.0
30.0
9.0
17.0
20.0
12.0
25.0
11.0
27.0
19.0
33.0
17.0
38.0
37.0
12.0
32.0
33.0
41.0
17.0
25.0
17.0
22.0
24.0
28.0
27.0
37.0
28.0
28.0
33.0
37.0
16.0
32.0
35.0
32.0
40.0
35.0
32.0
25.0
30.0
43.0
27.0
37.0
41.0
27.0
27.0
25.0
32.0
41.0
33.0
33.0
41.0
30.0
0.0
80.0
27.0
28.0
30.0
40.0
30.0
35.0
30.0
40.0
80.0
48.0
32.0
28.0
80.0
80.0
35.0
30.0
28.0
80.0
30.0
30.0
35.0
53.0
80.0
53.0
80.0
48.0
27.0
41.0
80.0
41.0
80.0
53.0
80.0
32.0
80.0
80.0
80.0
27.0
30.0
0.0
0.0
80.0
80.0
0.0
0.0
41.0
30.0
80.0
80.0
80.0
41.0
80.0
80.0
80.0
53.0
0.0
80.0
80.0
27.0
30.0
35.0
80.0
80.0
80.0
80.0
80.0
35.0
80.0
80.0
37.0
80.0
80.0
80.0
30.0
35.0
0.0
0.0
80.0
53.0
80.0
80.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
80.0
35.0
41.0
80.0
80.0
27.0
80.0
20.0
0.0
80.0
41.0
0.0
80.0
41.0
54.0
41.0
53.0
53.0
80.0
80.0
80.0
35.0
27.0
24.0
64.0
30.0
41.0
41.0
80.0
40.0
30.0
35.0
38.0
30.0
80.0
35.0
41.0
28.0
49.0
43.0
38.0
41.0
35.0
35.0
43.0
33.0
12.0
33.0
48.0
28.0
67.0
30.0
33.0
33.0
38.0
17.0
40.0
35.0
45.0
27.0
22.0
24.0
16.0
20.0
12.0
19.0
25.0
27.0
25.0
12.0
17.0
11.0
27.0
12.0
9.0
14.0
12.0
27.0
22.0
19.0
33.0
20.0
14.0
9.0
6.0
11.0
14.0
16.8
35.0
9.0
17.0
6.0
8.0
4.0
9.0
11.0
17.0
22.0
25.0
16.0
14.0
4.0
17.0
9.0
24.0
19.0
9.0
9.0
20.0
8.0
9.0
22.0
12.0
19.0
14.0
12.0
30.0
20.0
17.0
17.0
14.0
20.0
17.0
25.0
22.0
38.0
14.0
22.0
32.0
17.0
19.0
20.0
22.0
28.0
14.0
27.0
28.0
27.0
24.0
27.0
22.0
17.0
24.0
24.0
27.0
35.0
30.0
25.0
35.0
46.0
20.0
40.0
24.0
32.0
30.0
28.0
25.0
35.0
41.0
41.0
33.0
35.0
28.0
35.0
41.0
40.0
35.0
41.0
49.0
37.0
49.0
37.0
32.0
38.0
46.0
41.0
33.0
80.0
30.0
53.0
38.0
25.0
40.0
35.0
37.0
28.0
37.0
80.0
57.0
24.0
33.0
35.0
0.0
80.0
41.0
41.0
41.0
38.0
38.0
38.0
62.680412371134
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
38.0
39.2302158273381
37.7631578947369
40.7272727272727
80.0
30.2262607905498
80.0
41.0
80.0
80.0
80.0
60.7407407407407
80.0
42.4581005586592
0.0
0.0
0.0
80.0
80.0
0.0
80.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
0.0
80.0
0.0
80.0
0.0
80.0
80.0
80.0
0.0
0.0
0.0
0.0
0.0
0.0
80.0
80.0
0.0
80.0
80.0
80.0
80.0
0.0
80.0
80.0
0.0
80.0
80.0
53.0
41.0
53.0
80.0
35.0
80.0
80.0
30.0
28.0
28.0
28.0
28.0
33.1578947368421
22.0
32.0
35.0
32.0
27.0
41.0
19.0
9.0
12.0
17.0
11.0
37.0
27.0
19.0
20.0
14.0
32.0
14.0
11.0
14.0
11.0
4.0
4.0
5.09090909090909
3.0
3.0
8.0
4.77018633540373
3.0
4.96551724137931
10.6832917705736
10.093023255814
11.5357142857143
17.0
17.8360655737705
20.0
19.3015873015873
14.112540192926
13.8518518518519
15.6447552447552
14.9832775919732
11.1698113207547
11.5357142857143
21.2178676780447
15.2535211267606
15.6447552447552
8.39543726235741
19.9151443724219
9.51048951048951
12.755905511811
11.0
11.0
24.0
37.0
19.0
8.0
33.0
19.0
12.0
14.0
22.0
8.0
35.0
13.5882352941176
10.2545454545455
14.3564954682779
16.6187050359712
14.0
5.13924050632911
5.484375
9.0
11.5100917431193
8.66242038216561
8.97435897435897
12.7181328545781
8.94226327944573
10.7136563876652
19.5205479452055
17.1698113207547
14.0
12.32
11.0
10.1651785714286
13.3805309734513
12.0
11.0229007633588
16.1212121212121
12.7105263157895
12.0
13.1256038647343
19.0
23.4767533490938
32.0
6.30414746543779
4.0
17.7333333333333
22.0
15.2905027932961
17.0
12.1423076923077
14.0
8.30061349693252
6.0
4.0
4.0
4.12903225806452
3.0
4.98701298701299
4.0
5.44
4.0
3.47663551401869
4.0
3.86666666666667
3.0
5.1864406779661
9.0
3.41379310344828
3.0
4.61538461538462
4.0
3.85714285714286
9.0
3.44262295081967
4.0
4.7027027027027
4.0
5.67741935483871
11.0
4.77272727272727
6.0
4.73469387755102
8.0
3.32142857142857
4.0
4.0
4.0
4.0
4.0
4.96
6.0
3.32142857142857
4.0
4.36363636363636
8.0
6.69938650306749
14.0
16.1394101876676
20.0
14.3733333333333
11.0
14.0
14.0
27.7777777777778
30.0
19.9024390243902
17.0
23.6842105263158
25.0
30.4347826086957
35.0
29.1089108910891
28.0
29.6867469879518
32.0
27.4663677130045
25.0
25.6666666666667
28.0
35.6521739130435
41.0
35.8626506024096
33.0
35.3344051446945
33.0
35.8955223880597
37.0
37.8
35.0
36.6535433070866
35.0
43.7768240343348
51.0
36.7948717948718
35.0
32.2200956937799
28.0
30.8823529411765
35.0
36.352644836272
41.0
43.5882352941177
38.0
35.0
35.0
35.0
35.0
31.6981132075472
30.0
31.1111111111111
30.0
80.0
80.0
35.0
35.0
52.093023255814
80.0
65.4545454545455
80.0
60.3805496828753
51.0
0.0
80.0
80.0
80.0
67.2131147540984
30.0
40.0
80.0
80.0
35.0
80.0
80.0
30.0
53.0
80.0
80.0
0.0
0.0
80.0
0.0
80.0
80.0
80.0
0.0
0.0
0.0
80.0
80.0
40.3738317757009
27.0
27.0
0.0
0.0
0.0
54.2148760330579
80.0
80.0
0.0
0.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
0.0
0.0
0.0
0.0
80.0
80.0
50.5982905982906
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
33.4883720930233
30.0
54.2148760330579
80.0
80.0
80.0
80.0
80.0
41.0
41.0
48.0
80.0
80.0
80.0
80.0
25.0
21.7708333333333
33.0
27.4285714285714
32.0
26.0290456431535
17.0
17.8524590163934
11.0
12.6
14.0
24.5231607629428
25.0
4.6027397260274
3.0
15.0
12.0
11.3468414779499
8.0
3.32673267326733
3.0
4.30057803468208
8.0
6.0
6.0
8.87704918032787
19.0
16.0
4.0
6.0
6.0
18.6352941176471
16.0
15.6315789473684
11.0
5.28571428571429
4.0
13.8305084745763
17.0
11.5593220338983
11.0
14.1213307240705
16.0
10.0674157303371
14.0
12.8309572301426
9.0
11.2570532915361
14.0
11.0
11.0
13.76
16.0
9.83529411764706
8.0
14.0
14.0
13.4760383386581
19.0
15.551724137931
11.0
14.2105263157895
20.0
8.0
8.0
10.9775784753363
16.0
12.0
12.0
11.7391304347826
20.0
13.8045112781955
12.0
3.83333333333333
6.0
6.0
6.0
9.75
16.3544303797468
15.0632911392405
15.4851485148515
12.6217303822938
10.0112359550562
13.6225165562914
10.9639794168096
12.767189384801
17.8915662650602
13.5384615384615
9.29842931937173
7.2
9.0
8.50720461095101
6.94214876033058
6.0
6.0
6.0
9.29577464788732
9.41176470588235
11.5593220338983
9.03311258278146
5.44
4.58823529411765
8.33009708737864
7.92
6.0
4.93150684931507
4.0
3.36448598130841
5.83783783783784
7.3972602739726
4.65
3.45762711864407
3.44347826086957
3.53684210526316
5.11764705882353
5.73913043478261
4.8
4.74074074074074
5.94594594594595
10.1020408163265
5.14285714285714
4.0
4.0
6.35694050991501
14.2325581395349
5.57746478873239
3.44186046511628
3.33333333333333
4.0
4.82758620689655
6.0
4.73684210526316
5.72727272727273
7.6056338028169
6.0
4.03846153846154
3.38181818181818
3.36842105263158
3.9622641509434
7.69611307420495
9.13946587537092
4.54054054054054
3.0
4.30769230769231
6.0
8.01526717557252
11.9731903485255
7.97802197802198
10.5405405405405
24.2424242424242
16.5694603903559
15.4870395634379
13.8591549295775
12.6825396825397
17.9577464788732
23.3707865168539
26.6666666666667
16.755905511811
17.9375
16.8
16.0540540540541
26.1627906976744
25.0
25.0
29.4930875576037
41.3213213213213
34.8256467941507
31.4840989399293
31.68
30.0
28.0082987551867
31.7386692381871
42.1590909090909
42.741935483871
33.2717872968981
27.7310924369748
31.0392609699769
31.1221945137157
33.583460949464
30.0279329608939
27.9661016949153
36.6031195840555
40.0
31.5593220338983
46.7692307692308
80.0
37.2602739726027
32.3737226277372
31.6438356164384
28.6363636363636
29.0687022900763
35.5555555555556
37.3333333333333
35.0
15.6236323851204
12.0
15.041782729805
30.9447983014862
53.0
53.0
35.0
36.6763425253991
38.0
34.1640378548896
30.0
30.0
30.0
25.7142857142857
20.0
20.0
20.0
33.0
0.0
37.9701492537313
50.965250965251
35.2890173410405
45.0829875518672
57.9505300353357
41.0
80.0
48.955223880597
57.9505300353357
80.0
63.7593984962406
53.0
80.0
80.0
80.0
80.0
29.2268041237113
27.0
80.0
80.0
80.0
80.0
80.0
80.0
0.0
0.0
80.0
80.0
0.0
80.0
0.0
80.0
80.0
80.0
66.4576802507837
53.0
0.0
0.0
0.0
80.0
80.0
0.0
0.0
0.0
48.6956521739131
80.0
54.2148760330579
41.0
35.0
37.6470588235294
63.7593984962406
27.9535864978903
28.9855072463768
80.0
80.0
80.0
80.0
80.0
45.4293628808864
48.955223880597
80.0
80.0
25.0
31.6985645933014
56.8364611260054
80.0
80.0
80.0
31.5151515151515
31.195652173913
41.0
41.0
41.0
41.0
41.0
30.0209205020921
19.4954128440367
17.7472527472527
20.4179104477612
16.9846153846154
14.1714285714286
15.3333333333333
5.71428571428571
4.0
5.90476190476191
9.42857142857143
10.4109589041096
15.7796610169492
18.2608695652174
20.5283018867925
11.7692307692308
11.2448979591837
15.4419475655431
17.686170212766
25.0
25.0
6.32478632478633
4.66666666666667
4.68965517241379
6.35514018691589
19.0217391304348
15.9330543933054
12.3702127659574
5.47465437788018
7.31914893617021
15.0167597765363
14.6461538461538
7.57894736842105
7.3125
10.6209262435678
8.72727272727273
8.16494845360825
9.62057877813505
10.247191011236
10.3803680981595
11.7692307692308
20.9502074688797
18.5249088699878
14.8171206225681
4.4735516372796
5.35813953488372
16.4433249370277
18.0083036773428
14.6789297658863
11.5641025641026
12.9019607843137
13.1358024691358
9.33333333333333
10.4761904761905
23.1061806656101
5.82954545454546
5.44
33.3333333333333
20.8771929824561
18.1121495327103
17.3202357563851
16.2565597667639
12.5748373101952
10.0112359550562
11.9730337078652
16.0
19.6398104265403
13.2222222222222
12.327868852459
11.7639939485628
10.9081272084806
12.32
7.97802197802198
8.82511210762332
16.5075862068966
15.2368758002561
12.6654205607477
9.02
10.3037974683544
20.7926829268293
18.230563002681
19.2869955156951
5.8989010989011
5.42465753424658
14.1132075471698
10.1176470588235
8.56338028169014
15.7013888888889
12.4410480349345
11.0
15.3573407202216
24.0
24.0
6.08695652173913
17.5384615384615
16.8
10.253164556962
10.8787276341948
20.2105263157895
13.0909090909091
6.04918032786885
4.8
6.0
4.77551020408163
6.16216216216216
13.5323741007194
11.0
11.0
17.0
17.0
18.3783783783784
9.7752808988764
10.2857142857143
10.2857142857143
4.58426966292135
3.46666666666667
3.35135135135135
5.96891191709845
4.56164383561644
4.0
5.0
3.40298507462687
3.73584905660377
4.62650602409639
4.0
4.67532467532468
4.62650602409639
3.456
3.30612244897959
4.0
4.0
4.0
4.0
4.62650602409639
4.67532467532468
5.71673819742489
7.51898734177215
3.76470588235294
3.0
3.36448598130841
4.0
5.28571428571429
6.98181818181818
6.0
6.88372093023256
4.96551724137931
3.56435643564356
4.0
5.37096774193548
6.84297520661157
8.58785942492013
11.9378238341969
10.7114093959732
14.0
17.2602739726027
20.9221902017291
20.1906005221932
23.0070635721493
21.7021276595745
19.1132596685083
21.0434782608696
16.2909090909091
20.5070422535211
20.5714285714286
12.0
20.1410437235543
35.0
30.0934579439252
33.4328358208955
39.8933333333333
29.7
32.1225296442688
28.1967213114754
27.5172413793104
34.2402826855124
34.6153846153846
35.7831325301205
33.9705882352941
43.9090909090909
43.9090909090909
35.0
35.0
35.0
20.2666666666667
20.093023255814
21.4411764705882
21.5277777777778
30.7553956834532
36.8181818181818
39.2543640897756
28.9795321637427
29.010989010989
80.0
32.9542302357836
29.2268041237113
37.7631578947368
39.2773109243698
41.6438356164384
80.0
42.3246492985972
33.8599348534202
50.9090909090909
80.0
80.0
37.0247933884298
28.0
80.0
40.7272727272727
35.0
60.5405405405405
51.8284424379233
35.9124087591241
45.0
48.955223880597
45.4293628808864
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
27.0
27.0
80.0
80.0
80.0
80.0
35.5555555555556
30.0
35.5555555555556
80.0
80.0
0.0
0.0
80.0
80.0
80.0
0.0
80.0
41.0
41.0
0.0
80.0
80.0
0.0
0.0
80.0
80.0
0.0
0.0
27.0
80.0
80.0
80.0
46.6903914590747
41.0
0.0
0.0
80.0
80.0
37.5572519083969
41.0
46.6903914590747
0.0
0.0
0.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
57.8839590443686
27.0
34.6524064171123
80.0
80.0
80.0
63.7593984962406
30.9272727272727
52.093023255814
35.0
41.8797372410308
80.0
80.0
40.0
34.1538461538462
37.0
30.0
26.9387755102041
24.9808695652174
17.1165644171779
23.6486825595985
6.87640449438202
6.93975903614458
7.6480686695279
24.6419213973799
25.6138392857143
7.13128038897893
5.39130434782609
11.3023255813954
9.0
5.01492537313433
5.68421052631579
6.85714285714286
6.0
4.0
4.61016949152542
4.96551724137931
3.55102040816327
5.42857142857143
4.92307692307692
5.07272727272727
