N06511B
45.0
41.0
45.0
43.0
33.0
37.0
35.0
35.0
32.0
37.0
30.0
37.0
37.0
38.0
27.0
35.0
48.0
38.0
38.0
38.0
35.0
41.0
41.0
28.0
41.0
41.0
46.0
41.0
41.0
46.0
41.0
80.0
35.0
41.0
41.0
38.0
35.0
35.0
80.0
58.9944134078212
80.0
27.0
80.0
41.0
38.0
43.8762886597938
48.0
48.0
40.0
53.0
62.2900763358779
47.6775244299674
60.7407407407407
59.7183098591549
40.0
32.0
80.0
80.0
48.0
80.0
80.0
53.0
48.0
80.0
80.0
80.0
30.0
41.0
35.0
30.0
38.0
80.0
80.0
80.0
80.0
80.0
35.0
80.0
41.0
0.0
80.0
130.0
64.0
80.0
0.0
80.0
30.0
80.0
80.0
0.0
27.0
27.0
27.0
27.0
20.0
35.0
25.0
35.0
53.0
80.0
80.0
74.0
41.0
35.0
40.0
30.0
35.0
80.0
32.0
35.0
37.0
37.0
30.0
30.0
28.0
80.0
80.0
32.0
45.0
28.0
33.0
38.0
33.0
46.0
24.0
37.0
35.0
35.0
30.0
41.0
28.0
27.0
32.0
37.0
45.0
37.0
28.0
30.0
27.0
38.0
30.0
33.0
32.0
33.0
40.0
28.0
37.0
35.0
41.0
30.0
32.0
37.0
37.0
38.0
33.0
32.0
33.0
27.0
32.0
40.0
33.0
37.0
35.0
35.0
38.0
28.0
33.0
33.0
24.0
30.0
38.0
37.0
37.0
34.716049382716
35.0
33.0
40.0
32.0
32.0
33.0
28.0
27.0
32.0
33.0
30.0
40.0
32.0
33.0
33.0
37.0
28.0
37.0
24.0
30.0
25.0
28.0
27.0
30.0
35.0
30.0
32.0
30.0
38.0
28.0
32.0
27.0
35.0
22.0
30.0
32.0
41.0
38.0
28.0
30.0
33.0
35.0
32.0
38.0
32.0
22.0
20.0
32.0
33.0
28.0
33.0
32.0
28.0
28.0
33.0
32.0
33.0
25.0
35.0
25.0
28.0
32.0
22.0
27.0
35.0
35.0
28.0
30.0
30.0
32.0
14.0
32.0
27.0
35.0
40.0
35.0
37.0
30.0
32.0
37.0
33.0
38.0
33.0
40.0
28.0
33.0
35.0
35.0
32.0
27.0
33.0
33.0
32.0
40.0
30.0
33.0
37.0
30.0
25.0
33.0
41.0
32.0
28.0
28.0
37.0
30.0
38.0
33.0
35.0
32.0
28.0
32.0
37.0
