N06461T
24.0
27.0
27.0
25.0
24.0
27.0
28.0
27.0
28.0
28.0
28.0
25.0
28.0
30.0
28.0
27.0
28.0
30.0
30.0
32.0
27.0
27.0
32.0
24.0
30.0
28.0
28.0
32.0
32.0
30.0
28.0
27.0
33.0
41.0
25.0
25.0
30.0
32.0
28.0
29.1361256544503
30.0
27.0
28.0
28.0
27.0
26.3389441469013
25.0
25.0
30.0
30.0
32.0
25.8549931600547
26.355748373102
32.7625570776256
30.0
28.0
25.0
25.0
27.0
30.0
25.0
30.0
27.0
28.0
30.0
22.0
30.0
27.0
28.0
32.0
28.0
27.0
24.0
32.0
24.0
27.0
25.0
27.0
22.0
27.0
24.0
30.0
28.0
25.0
30.0
32.0
30.0
24.0
28.0
24.0
30.0
30.0
30.0
26.6728624535316
28.0
30.0
27.0
28.0
27.0
25.0
32.0
32.0
22.0
30.0
28.0
28.0
25.0
30.0
25.0
38.0
22.0
22.0
32.0
27.0
25.0
28.0
25.0
32.0
27.0
27.0
30.0
24.0
30.0
28.0
28.0
27.0
28.0
32.0
25.0
28.0
28.0
25.0
27.0
24.0
32.0
25.0
28.0
25.0
22.0
27.0
28.0
25.0
27.0
25.0
28.0
25.0
24.0
30.0
27.0
28.0
27.0
28.0
24.0
27.0
25.0
28.0
25.0
25.0
28.0
27.0
25.0
24.0
28.0
25.0
30.0
27.0
27.0
28.0
24.0
28.0
27.0
30.0
30.0
30.0
27.0
27.0
25.0
30.0
28.0
30.0
30.0
28.0
25.0
25.9375960651706
27.0
33.0
27.0
22.0
30.0
27.0
28.0
28.0
28.0
27.0
25.0
28.0
28.0
27.0
25.0
28.0
28.0
28.0
27.0
27.0
27.0
24.0
27.0
28.0
28.0
27.0
25.0
27.0
25.0
28.0
27.0
27.0
27.0
28.0
27.0
28.0
27.0
22.0
20.0
16.0
14.0
20.0
16.0
8.0
12.0
6.0
6.0
12.0
22.0
25.0
25.0
28.0
27.0
30.0
28.0
27.0
28.0
27.0
30.0
28.0
27.0
28.0
30.0
27.0
28.0
24.0
25.0
27.0
25.0
30.0
25.0
28.0
28.0
27.0
27.0
27.0
28.0
30.0
28.0
27.0
27.0
28.0
30.0
27.0
27.0
28.0
25.0
27.0
27.0
28.0
30.0
25.0
27.0
27.0
30.0
27.0
27.0
28.0
25.0
25.0
28.0
24.0
27.0
28.0
27.0
28.0
27.0
27.0
28.0
27.0
27.0
28.0
28.0
25.0
27.0
27.0
25.0
28.0
27.0
27.0
24.0
27.0
27.0
25.0
27.0
30.0
27.0
30.0
30.0
28.4433962264151
28.0
28.0
30.0
27.3605150214592
32.0
25.0
27.0
25.0
32.0
28.0
28.0
27.0
32.0
27.0
28.0
30.0
27.0
28.0
28.0
28.2461538461538
30.0
28.4210526315789
27.0
25.2765957446809
30.0
26.530612244898
30.1714285714286
29.9602063375092
28.0
27.0
30.0
30.0
27.0
25.0
27.0
33.0
27.0
28.0
30.0
30.0
27.0
25.0
30.0
30.0
37.0
25.0
33.0
27.0
27.0
28.0
27.0
27.0
28.0
28.0
30.0
25.0
32.0
32.0
80.0
27.0
28.0
30.0
32.0
24.0
25.0
25.0
25.0
27.8089887640449
22.0
30.0
33.0
30.0
27.0
27.0
27.0
32.0
33.0
28.0
37.0
32.0
28.0
32.0
32.0
28.0
30.0
24.0
25.0
28.0
33.0
53.0
30.0
25.0
22.0
38.0
30.0
32.0
28.0
28.0
28.0
28.0
28.0
30.0
28.0
30.0
32.0
27.0
28.0
27.0
25.0
30.0
30.0
27.0
28.0
27.0
27.0
32.0
28.0
32.0
27.0
27.0
27.0
32.0
30.0
28.0
27.0
28.0
27.0
28.0
28.0
25.0
27.0
28.0
27.0
32.0
27.0
28.0
28.0
27.0
27.0
28.0
25.0
30.0
28.0
27.0
27.0
28.0
27.0
28.0
25.0
27.0
28.0
28.0
25.0
28.0
28.0
30.0
28.0
25.0
27.84
27.0
28.0
28.0
28.0
28.0
28.0
28.0
28.0
30.0
25.0
28.0
27.0
28.0
27.0
27.0
30.0
27.0
25.0
33.0
30.0
22.0
27.0
27.0
25.0
27.0
28.0
28.0
28.0
28.0
32.0
25.0
28.0
28.0
25.0
28.0
28.0
28.0
28.0
28.0
30.0
27.0
27.0
24.0
27.0
27.0
27.0
30.0
30.0
30.0
25.0
27.0
27.0
28.0
28.0
25.0
28.0
27.0
28.0
25.0
27.0
25.0
28.0
30.0
27.0
30.0
28.0
27.0
27.0
33.0
28.0
28.0
28.0
28.0
25.0
25.0
28.0
35.0
28.0
32.0
28.0
27.0
30.0
32.0
30.0
27.0
25.0
30.0
27.0
28.0
27.0
24.0
28.0
30.0
25.0
28.0
28.0
28.0
25.0
32.0
28.0
27.0
28.0
25.0
28.0
28.0
25.0
35.0
35.0
35.0
27.0
27.0
27.0
25.4117647058824
24.0
24.0
24.0
24.0
24.0
24.0
24.0
25.0
25.0
25.0
25.0
27.4038461538462
30.0
30.0
30.0
24.0
24.5575221238938
24.0
27.0
25.5520504731861
28.0
27.4747948417351
28.0
28.5564950038432
27.5717647058824
29.3627867459643
24.5035561877667
21.7271589486859
27.0
23.5580736543909
22.0
25.0
22.4489795918367
80.0
20.0
20.0
20.625
38.1227436823105
34.1232227488152
26.3440860215054
20.0
46.8965517241379
19.0
30.0
28.0
32.0
80.0
20.0
80.0
80.0
80.0
80.0
30.0
27.0
30.0
80.0
80.0
19.0
20.0
19.0
80.0
80.0
80.0
30.0
33.0
80.0
35.0
80.0
20.0
17.0
25.0
28.0
27.0
27.0
27.0
28.0
28.0
28.0
25.0
24.0
27.0
27.0
27.0
28.7434554973822
25.0
32.0
30.0
27.0
25.0
25.0
25.0
24.0
27.0
25.0
25.0
27.0
28.0
25.0
25.0
27.0
25.0
25.0
25.0
28.0
27.0
27.0
27.0
25.8101101749838
25.0
25.0
24.0
24.4757910789173
25.0
25.0
22.4279835390947
21.9661016949153
24.0
24.0
24.5467224546722
25.0
23.451526032316
22.0
22.9343629343629
22.5344036697248
25.7697044334975
24.4625648628614
24.0
23.9205256570713
22.8077753779698
24.635761589404
25.6998880179171
25.3959113158652
23.470839260313
24.5943637916311
25.0
25.0
22.0
25.0
27.0
27.0
27.0
24.0
22.0
24.0
25.0
22.0
25.0
23.2067510548523
23.242994947175
27.6162790697674
28.5093167701863
25.3105802047782
22.9300538047656
23.2009925558313
25.0
24.5360176156024
25.2889366272825
25.971628449281
25.0
25.0
24.4719592134013
25.4140127388535
26.0768335273574
25.9615384615385
27.0
25.133220910624
25.0267379679144
25.7905138339921
25.990099009901
25.6
24.0
24.4786944696283
25.0
22.4299065420561
25.0
24.6414602346806
24.0
25.9703779366701
25.0
24.4541484716157
24.0
24.472807991121
24.0
25.8216594827586
27.0
25.0
25.0
21.3614063777596
19.0
4.71232876712329
4.0
6.83475298126065
17.0
3.4888178913738
3.0
4.0
20.0
10.6181818181818
8.0
4.76571428571429
4.0
3.98657718120805
6.0
4.74193548387097
6.0
1.44705882352941
1.0
1.0
3.0
1.53896103896104
3.0
1.52694610778443
1.0
1.0
1.0
4.16712328767123
9.0
3.0
3.0
3.0
3.0
1.0
1.0
8.81533804238143
16.0
5.97697620874904
4.0
15.9923076923077
27.0
26.010739102969
25.0
28.0
28.0
27.4405594405594
28.0
24.0
24.0
26.25
25.0
30.9544282029235
30.0
27.4078549848943
28.0
28.8164665523156
28.0
28.0
28.0
28.0
25.0
27.419689119171
28.0
35.0
28.0
30.0
30.0
30.0
30.0
28.0
28.0
24.6135552913199
24.0
29.2446555819477
27.0
30.0981912144703
32.0
26.3135593220339
27.0
27.4498077744554
28.0
26.4961636828645
28.0
27.1317829457364
30.0
26.9102990033223
30.0
28.0
28.0
27.5060639470783
28.0
29.5545851528384
32.0
27.0
27.0
9.0
9.0
28.9655172413793
28.0
26.232741617357
25.0
26.4150943396226
28.0
30.0
30.0
25.8048289738431
25.0
30.0
32.0
32.0
32.0
30.1843971631206
30.0
28.5714285714286
27.1515151515152
28.0756245779878
35.0
32.2302158273381
32.0
25.0
28.0
22.9209302325581
28.0
31.7307692307692
33.0
80.0
80.0
30.0
16.0
80.0
80.0
80.0
27.0
80.0
80.0
38.6341463414634
27.0
25.4117647058824
24.0
33.0
30.0
80.0
80.0
23.6769230769231
49.0
52.0226843100189
80.0
24.0
0.0
47.1578947368421
28.0
39.1836734693878
30.0
80.0
80.0
47.0229007633588
35.0
80.0
80.0
35.3684210526316
27.0
80.0
80.0
24.32
20.0
26.0617760617761
27.0
25.4117647058824
27.0
28.3613445378151
27.0
25.0
25.0
30.7241379310345
33.0
29.9942140790743
32.0
25.0350404312669
24.0
28.2919488337096
32.0
32.0
32.0
29.8276762402089
28.0
24.0
27.0
25.9324878776576
25.0
27.0
27.0
24.4532803180915
25.0
24.609375
25.0
27.0
27.0
27.0
25.0
28.2800441014333
30.0
26.2240356083086
25.0
27.0
20.0
27.5725190839695
28.0
26.0750728862974
27.0
24.3805970149254
27.0
25.0
25.0
27.3279352226721
30.0
25.9880749574106
25.0
25.0
25.0
25.0
25.0
25.1576470588235
24.0
27.5051975051975
27.0
25.9474824038982
25.0
23.3278955954323
25.0
25.728051391863
27.0
27.5443933498408
27.0
25.0
25.0
25.0
25.0
24.4444444444444
22.0
25.3508982035928
24.0
25.0
25.0
24.0
24.0
23.0769230769231
22.0
21.8354430379747
24.0
27.0
27.0
27.0
25.0
26.0115606936416
25.0
25.2702702702703
22.0
25.3344917463076
27.0
25.9461856889415
25.0
25.4553775743707
25.9710516672774
24.5204336947456
24.5432883240667
26.0194329404269
25.5253227408143
25.4384858044164
25.3028571428571
24.4897959183673
25.0
24.5366284201236
25.3628488931665
25.1790174854288
25.3033359193173
27.0
26.0343618513324
25.1616078753076
24.0
24.0
24.0
9.9943342776204
8.0
8.0
8.49516441005803
11.3272490221643
13.7495711835335
15.2920353982301
24.0
5.86600496277916
4.68789808917197
8.76345840130506
17.0
5.47757255936675
5.2295719844358
8.0
4.36363636363636
1.47557003257329
1.5375
3.0
3.0
3.0
3.47586206896552
3.45394736842105
3.0
1.0
1.56
3.0
1.58823529411765
1.51851851851852
3.0
1.46153846153846
1.0
1.0
1.0
1.78378378378378
1.73239436619718
3.0
3.0
1.70916334661355
1.0
1.57317073170732
1.48081841432225
1.4490861618799
4.44260599793175
6.90145395799677
7.72389628591451
9.11375212224109
9.04286553141515
14.5221674876847
24.0
27.4078549848943
25.3828425096031
25.1900826446281
28.3783783783784
28.3126787416587
27.0
25.8573513316308
25.0
27.1777003484321
28.6071428571429
27.4972375690608
28.0
26.3961813842482
27.2727272727273
26.9083969465649
26.0141987829615
27.0
27.0
27.4970812752582
27.0
29.5421209117939
29.4266792809839
25.9470752089137
26.046511627907
28.0
28.0
28.0
28.0
26.2032085561497
25.0
28.0
27.4455445544555
27.0
27.508987286278
28.0
28.0
30.9
28.2323651452282
22.9787234042553
20.0
14.9445277361319
16.476386036961
20.5182119205298
26.1160714285714
25.0
26.3299301450833
25.9084337349398
25.4585635359116
27.0
27.4586994727592
28.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
27.0
25.8459483526269
25.0
27.0
24.0
25.0434782608696
28.0
25.418410041841
28.7573964497041
30.2283737024221
28.0
24.8648648648649
23.4146341463415
24.5581395348837
23.2941176470588
31.0298507462687
33.0
24.0
24.0
22.9310344827586
35.0
25.9090909090909
25.0
29.7085201793722
69.3944353518822
32.0
29.2307692307692
80.0
34.3859649122807
37.0247933884298
46.3405088062622
36.6509433962264
25.0497017892644
24.0
80.0
30.0
24.8888888888889
22.0
22.964509394572
22.6415094339623
23.5636363636364
29.7
24.6101694915254
24.2492012779553
39.4936708860759
45.9574468085106
22.6991150442478
20.9387755102041
24.0
41.2903225806452
29.5665399239544
31.2913907284768
45.1612903225807
80.0
39.375
25.8660508083141
26.5193370165746
30.3512880562061
25.796178343949
33.6380255941499
27.8787878787879
20.0
22.9357798165138
25.4488330341113
23.4473684210526
22.0
20.920245398773
21.7132867132867
25.7415254237288
27.8145695364238
30.0
30.6819923371648
25.7790368271955
26.4667535853977
26.6140602582496
26.0032102728732
27.0
27.0
27.0
27.0
25.2295081967213
28.0
28.0
25.1590909090909
22.7901524032825
22.2857142857143
25.0
25.7905308464849
28.8358208955224
28.9655172413793
26.0853835021708
25.9454432734036
28.2437619961612
30.0
28.875
27.4576271186441
27.0
25.881445570736
26.3826300696436
28.0
28.0
25.3741362290227
25.3741362290227
25.386875612145
25.9057414798895
25.8048289738431
22.5
21.6666666666667
24.4393592677346
26.0811188811189
27.5163479333745
27.0
27.0
22.2488038277512
26.4150943396226
26.3839811542992
23.2920495405513
22.9496402877698
23.0232558139535
23.1880625296068
25.8606329816768
25.9615384615385
25.0
25.0
25.0
23.321554770318
22.0
24.0
25.8093883357041
25.9659969088099
24.4676030811056
24.4243421052632
23.1240875912409
25.0318021201413
29.5348148148148
27.6310442909386
25.0
25.0
26.3869132290185
25.7727272727273
24.5192307692308
25.679347826087
25.7249378624689
23.4309623430962
24.4406779661017
27.4615384615385
26.0309278350515
26.002358490566
27.0
22.1176224361658
21.7219749089437
25.0
26.9349845201238
26.2857142857143
24.0
25.4358974358974
25.9695290858726
22.1269296740995
22.108922363847
25.7514450867052
25.8303249097473
25.814447592068
22.0735785953177
22.5454545454546
25.8403361344538
25.9002361275089
27.0
24.5568804382855
25.6633663366337
27.0
27.0
27.0
27.0
24.587039390089
25.0
25.0
11.7053481331988
9.51447661469933
12.0
14.0
12.8423076923077
7.70860927152318
4.90566037735849
6.11823067383216
19.5628668520235
11.7286821705426
8.44943820224719
8.0
7.7274472168906
11.0
11.0
19.7879858657244
24.5051837888784
16.5269461077844
4.17
3.0
3.0
3.0
1.49068322981366
1.0
1.0
1.55696202531646
3.0
3.0
3.0
1.39175257731959
1.0
1.0
1.64885496183206
3.0
1.53896103896104
1.81005586592179
6.0
4.90384615384615
5.28571428571429
1.65625
1.0
1.51465798045603
3.0
3.0
3.0
10.9040826364978
10.4186808684965
5.26126126126126
5.24471299093656
8.96345116836429
13.3293472845042
10.5278810408922
9.47945205479452
12.904347826087
16.5995279307632
24.113084450888
25.8916554508748
27.7326670830731
27.906976744186
25.9335727109515
27.0
27.0
27.0
25.991231414411
26.0457987738911
27.4386450051849
28.9438202247191
28.9767441860465
28.0
25.6405326154882
25.5748930099857
27.0
27.0
27.0
27.5877080665813
27.4567164179105
27.4709302325581
26.355421686747
25.9352881698686
28.4604715672677
30.0
27.4105263157895
28.859649122807
28.9655172413793
26.2295081967213
26.1804384485666
27.0
27.0
25.4344335414808
25.3812949640288
28.0
26.3111888111888
25.7684680218146
27.5139977603583
27.5984354628423
28.6530612244898
28.4464285714286
25.3384615384615
26.6666666666667
28.5766423357664
27.0
26.2253436939629
27.2200772200772
28.2494969818913
27.0
27.4909090909091
26.3111888111888
25.0
27.6119402985075
28.4313725490196
25.0
24.4897959183673
24.0
24.4444444444444
25.4347826086957
25.5405405405405
28.9759036144578
32.5894039735099
32.7848101265823
28.6451612903226
24.0
24.0
24.0
25.9334719334719
27.3986577181208
29.2816901408451
29.4732824427481
27.0
30.221052631579
29.7464788732394
28.4745762711864
35.0
33.8461538461539
27.5409836065574
27.0
27.1232876712329
24.0
24.0
24.7400881057269
22.0198675496689
19.0
28.3064516129032
30.0
25.8373205741627
27.1276595744681
30.0
28.9655172413793
32.156862745098
56.8316831683168
80.0
33.0
29.2173913043478
30.4197530864198
28.0
24.9392712550607
29.6867469879518
41.4814814814815
30.2702702702703
35.0
34.0869565217391
27.9069767441861
31.8407960199005
40.3738317757009
35.9251559251559
29.6629213483146
29.6629213483146
80.0
52.8301886792453
35.0
27.5195729537367
37.0
31.3345935727788
22.0
22.0
22.0
35.5744680851064
56.0
34.1463414634146
35.0
32.0
27.0
31.3168604651163
32.0
29.4141414141414
33.0
27.1978021978022
28.0
27.4671280276817
27.0
30.7211267605634
27.1978021978022
25.0714285714286
24.0
24.4897959183673
26.453488372093
26.2214983713355
25.0
25.0
25.0
25.0
27.0
26.2154233025985
26.4005858659832
26.832298136646
27.0
25.8936355710549
25.0
25.9885535900104
27.0
27.5049302958178
27.0
25.8547008547009
27.0
25.3065088757396
25.4920969441517
26.1669303797468
23.0263157894737
23.3082706766917
24.4813278008299
24.4186046511628
24.5070422535211
24.4837758112094
25.0
23.6328125
22.0
25.0
25.0
22.9965156794425
23.2125124131082
26.0005002501251
27.0
27.4977578475336
26.3758056519584
26.2214983713355
25.541755888651
24.4358833241607
25.0
22.1635883905013
21.8852459016393
24.5432883240667
25.0
22.508226691042
25.9514563106796
24.5454545454545
24.0
24.405960531615
27.4390243902439
28.5766423357664
25.2430278884462
25.6221837088388
28.0
25.5376884422111
24.376336421953
25.0
25.0
25.0
26.0467980295567
25.3554817275748
24.5115452930728
26.2650602409639
25.6470588235294
24.5098039215686
24.4712990936556
24.5036868973341
24.612202688728
24.0
24.0
24.4987240247904
25.0
26.0497066995986
25.9400055294443
22.3706176961603
20.0
23.5055929543959
25.9851470142467
24.4491397524902
25.3023255813954
25.5272727272727
24.5579567779961
25.0
25.0
25.9002361275089
27.4739759778257
24.2432915921288
22.0
22.9430416911333
25.2162895927602
24.139631816603
23.097966728281
17.9957716701903
18.054073283529
25.9682416731216
20.7117903930131
6.22817354043921
5.36231884057971
8.0
4.55786350148368
4.35220125786164
6.82958199356913
4.82727272727273
4.0
1.58521560574949
1.50381679389313
3.0
3.0
1.55518394648829
1.0
1.62291169451074
1.60556844547564
1.53409090909091
3.0
4.19906323185012
1.77764277035237
1.0
1.4950495049505
3.0
3.0
3.0
3.0
3.0
3.0
1.71966527196653
1.0
