N06431X
48.0
41.0
43.0
48.0
41.0
41.0
43.0
43.0
45.0
43.0
48.0
40.0
40.0
46.0
49.0
53.0
45.0
51.0
48.0
48.0
48.0
49.0
43.0
41.0
49.0
48.0
45.0
46.0
46.0
43.0
45.0
45.0
51.0
48.0
46.0
45.0
49.0
54.0
49.0
49.98
48.0
48.0
53.0
53.0
48.0
47.1698880976602
46.0
46.0
48.0
45.5813953488372
52.3421052631579
51.0
45.2867811799851
42.0084550345888
48.0
56.0
56.0
46.0
43.0
41.0
54.0
41.0
48.0
56.0
56.0
51.0
43.0
54.0
54.0
49.0
48.0
53.0
49.0
40.0
48.0
25.0
41.0
19.0
22.0
0.0
25.0
30.0
48.0
20.0
4.0
51.0
22.0
57.0
48.0
45.0
62.0
62.0
62.0
47.3297671491504
48.0
46.0
46.0
51.0
56.0
43.0
49.0
45.0
41.0
48.0
53.0
51.0
51.0
43.0
43.0
45.0
45.0
45.0
48.0
45.0
51.0
48.0
51.0
49.0
45.0
48.0
48.0
45.0
43.0
49.0
46.0
41.0
48.0
46.0
41.0
49.0
40.0
46.0
0.0
1.0
45.0
46.0
37.0
12.0
19.0
14.0
3.0
14.0
24.0
9.0
19.0
17.0
30.0
48.0
33.0
8.0
28.0
46.0
46.0
43.0
38.0
41.0
46.0
35.0
41.0
40.0
41.0
41.0
41.0
40.0
48.0
38.0
38.0
40.0
40.0
45.0
46.0
45.0
46.0
45.4501753930103
37.0
46.0
37.0
43.0
40.0
40.0
45.0
38.0
38.0
40.0
41.0
40.0
40.0
41.0
38.0
40.0
41.0
41.0
45.0
45.0
37.0
43.0
41.0
45.0
45.0
51.0
45.0
40.0
40.0
41.0
46.0
46.0
51.0
41.0
40.0
45.0
43.0
48.0
40.0
45.0
43.0
43.0
43.0
43.0
45.0
46.0
45.0
45.0
46.0
43.0
45.0
38.0
46.0
40.0
48.0
46.0
43.0
41.0
43.0
37.0
45.0
41.0
46.0
43.0
38.0
41.0
37.0
38.0
40.0
48.0
45.0
45.0
43.0
41.0
41.0
41.0
45.0
43.0
45.0
49.0
40.0
43.0
43.0
45.0
41.0
43.0
46.0
45.0
43.0
41.0
46.0
45.0
53.0
48.0
49.0
40.0
41.0
41.0
49.0
48.0
43.0
48.0
48.0
46.0
40.0
41.0
41.0
48.0
43.0
43.0
46.0
45.0
45.0
48.0
41.0
40.0
49.0
41.0
56.0
45.0
43.0
48.0
40.0
53.0
45.0
41.0
54.0
46.0
48.0
45.0
41.0
41.0
48.0
48.0
51.0
43.0
49.0
41.0
48.0
48.0
46.0
48.0
41.0
51.0
46.0
51.0
53.0
53.0
46.0
45.0
51.0
48.0
51.0
53.0
43.0
46.0
45.0
46.0
46.0
41.9401794616152
54.0
47.7209302325581
45.0
45.3850267379679
47.0396600566572
54.8910891089109
56.0
53.0597738287561
45.0
46.0
54.0
49.0
56.0
45.0
54.0
45.0
53.0
57.0
48.0
59.0
51.0
46.0
45.0
53.0
45.0
51.0
53.0
46.0
46.0
49.0
57.0
61.0
53.0
48.0
56.0
48.0
48.0
57.0
38.0
46.0
43.0
51.0
53.0
54.0
46.0
46.0
46.0
48.9534510433387
46.0
51.0
49.0
43.0
56.0
57.0
48.0
53.0
51.0
48.0
43.0
48.0
53.0
48.0
49.0
51.0
54.0
54.0
59.0
56.0
43.0
57.0
46.0
51.0
46.0
43.0
56.0
48.0
51.0
51.0
46.0
53.0
49.0
51.0
51.0
46.0
46.0
46.0
38.0
40.0
46.0
41.0
45.0
46.0
49.0
43.0
49.0
37.0
46.0
41.0
41.0
45.0
48.0
45.0
46.0
41.0
45.0
46.0
46.0
43.0
45.0
40.0
38.0
40.0
45.0
43.0
41.0
41.0
46.0
46.0
41.0
41.0
46.0
38.0
41.0
48.0
46.0
43.0
45.0
46.0
43.0
40.0
41.0
45.0
38.0
46.0
40.0
41.0
45.0
46.0
43.0576658138162
30.0
43.0
45.0
40.0
43.0
43.0
45.0
45.0
43.0
48.0
46.0
48.0
46.0
45.0
46.0
41.0
41.0
48.0
45.0
45.0
43.0
51.0
48.0
41.0
43.0
51.0
40.0
40.0
49.0
45.0
41.0
48.0
48.0
43.0
43.0
45.0
41.0
41.0
43.0
43.0
45.0
45.0
46.0
45.0
48.0
37.0
48.0
46.0
49.0
48.0
40.0
43.0
46.0
46.0
40.0
49.0
41.0
49.0
45.0
51.0
46.0
41.0
37.0
43.0
37.0
45.0
49.0
45.0
48.0
49.0
46.0
46.0
45.0
48.0
45.0
46.0
46.0
53.0
41.0
46.0
51.0
46.0
48.0
48.0
46.0
51.0
49.0
48.0
40.0
49.0
49.0
43.0
45.0
43.0
38.0
43.0
53.0
53.0
40.0
45.0
54.0
51.0
41.0
49.0
46.0
53.0
40.0
40.0
40.0
57.0
57.0
57.0
52.6153846153846
48.0
48.0
48.0
48.0
46.5734265734266
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
45.0
49.0068493150685
50.7060146149522
47.0621669626998
46.4516129032258
59.0
53.535894843276
41.0
45.0
48.0
47.4925373134328
48.0
47.3813813813814
46.5047021943574
59.774735747704
51.0
51.0
74.0
53.0
48.0
53.0
45.0
45.0
35.0
46.6666666666667
51.5254237288136
