N06482J
32.0
30.0
30.0
28.0
27.0
30.0
28.0
35.0
28.0
28.0
32.0
25.0
27.0
28.0
30.0
32.0
35.0
33.0
32.0
32.0
32.0
30.0
28.0
25.0
33.0
30.0
32.0
32.0
25.0
35.0
33.0
33.0
35.0
32.0
33.0
30.0
33.0
35.0
33.0
32.4923076923077
32.0
30.0
33.0
33.0
33.0
33.8993710691824
35.0
36.1605584642234
35.5063437139562
35.5063437139562
38.1664233576642
43.0
35.0924918389554
30.7317073170732
37.0
33.0
30.0
37.0
35.0
40.0
35.0
22.0
37.0
28.0
33.0
27.0
41.0
30.0
35.0
30.0
35.0
32.0
30.0
35.0
20.0
33.0
43.0
33.0
35.0
28.0
32.0
27.0
37.0
28.0
33.0
24.0
41.0
30.0
32.0
35.0
25.0
25.0
25.0
28.5714285714286
25.0
33.0
28.0
30.0
27.0
28.0
28.0
28.0
32.0
30.0
35.0
27.0
28.0
33.0
32.0
28.0
28.0
28.0
30.0
32.0
25.0
32.0
28.0
22.0
24.0
32.0
27.0
25.0
27.0
30.0
25.0
20.0
28.0
22.0
17.0
22.0
27.0
28.0
27.0
20.0
27.0
27.0
28.0
24.0
19.0
27.0
25.0
27.0
25.0
17.0
27.0
16.0
17.0
24.0
27.0
27.0
30.0
30.0
30.0
25.0
28.0
27.0
25.0
27.0
27.0
28.0
25.0
22.0
27.0
27.0
25.0
22.0
24.0
24.0
24.0
27.0
22.0
19.0
20.0
19.0
30.0
27.0
22.0
24.0
24.0
30.0
22.0
22.0
17.0
20.0
19.0
17.0
22.0
27.0
30.0
32.0
25.0
24.0
25.0
30.0
28.0
28.0
28.0
30.0
27.0
30.0
28.0
24.0
27.0
25.0
30.0
27.0
28.0
28.0
25.0
27.0
27.0
30.0
27.0
30.0
28.0
28.0
27.0
28.0
28.0
25.0
27.0
30.0
27.0
27.0
25.0
30.0
28.0
30.0
30.0
38.0
30.0
28.0
27.0
27.0
24.0
25.0
25.0
25.0
27.0
27.0
27.0
27.0
30.0
25.0
25.0
25.0
25.0
28.0
27.0
28.0
28.0
30.0
24.0
28.0
30.0
24.0
25.0
24.0
25.0
30.0
30.0
30.0
30.0
32.0
32.0
27.0
30.0
28.0
27.0
27.0
32.0
25.0
32.0
27.0
27.0
28.0
25.0
22.0
28.0
30.0
25.0
32.0
32.0
30.0
30.0
32.0
28.0
28.0
28.0
30.0
28.0
32.0
30.0
30.0
30.0
28.0
25.0
27.0
27.0
27.0
27.0
33.0
33.0
32.0
33.0
32.0
35.0
30.0
28.0
38.0
35.0
33.0
35.0
33.0
30.0
30.0
28.0
33.0
33.0
30.0
32.0
32.0
35.0
33.0
33.0
30.0
32.0
33.0
33.0
32.0
30.0
32.0
32.0
28.8175182481752
30.0
35.0
35.0
37.2727272727273
32.0
30.7356948228883
30.0
33.0111524163569
35.0
37.0
30.0
27.0
30.0
32.0
35.0
38.0
35.0
30.0
37.0
38.0
33.0
35.0
32.0
33.0
33.0
30.0
33.0
38.0
27.0
41.0
53.0
32.0
27.0
27.0
38.0
35.0
32.0
30.0
35.0
33.0
37.0
80.0
33.0
33.0
27.0
27.0
27.0
31.9846153846154
32.0
28.0
35.0
32.0
32.0
33.0
30.0
33.0
40.0
30.0
33.0
37.0
48.0
32.0
32.0
27.0
35.0
33.0
30.0
32.0
30.0
27.0
35.0
30.0
38.0
27.0
28.0
38.0
33.0
27.0
32.0
30.0
25.0
28.0
30.0
28.0
27.0
28.0
30.0
28.0
27.0
28.0
25.0
33.0
30.0
27.0
24.0
25.0
24.0
22.0
24.0
27.0
32.0
24.0
24.0
28.0
24.0
20.0
27.0
30.0
24.0
16.0
27.0
28.0
25.0
22.0
25.0
22.0
28.0
30.0
28.0
30.0
30.0
25.0
27.0
24.0
28.0
28.0
32.0
28.0
24.0
24.0
27.0
20.0
28.0
32.0
32.0
25.0
27.0
32.0
29.5193798449612
28.0
30.0
28.0
30.0
30.0
28.0
28.0
28.0
25.0
30.0
27.0
28.0
33.0
33.0
30.0
24.0
32.0
27.0
24.0
28.0
28.0
30.0
28.0
32.0
30.0
30.0
28.0
27.0
28.0
27.0
24.0
25.0
27.0
30.0
28.0
28.0
30.0
27.0
28.0
28.0
28.0
30.0
30.0
28.0
25.0
27.0
27.0
33.0
27.0
28.0
27.0
32.0
33.0
30.0
27.0
30.0
33.0
33.0
25.0
30.0
28.0
25.0
25.0
33.0
27.0
30.0
27.0
27.0
30.0
27.0
27.0
27.0
27.0
30.0
30.0
25.0
28.0
32.0
28.0
32.0
35.0
32.0
28.0
30.0
32.0
27.0
32.0
30.0
37.0
27.0
30.0
27.0
28.0
37.0
32.0
32.0
28.0
30.0
27.0
32.0
24.0
25.0
28.0
28.0
28.0
30.0
28.0
28.0
28.0
35.0
35.0
35.0
33.7311178247734
33.0
33.0
33.0
27.9776674937965
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
25.0
24.0
29.9662542182227
29.5403225806452
28.5185185185185
30.0
42.5688073394495
32.0
39.4052044609665
32.3076923076923
32.7659574468085
32.0
33.8709677419355
58.4615384615385
32.3770273863334
33.0
35.1336206896552
80.0
80.0
27.0
32.0
25.0
25.0
27.0
30.2749326145553
35.217550274223
40.4089623667609
31.4285714285714
33.0
33.0
27.0
80.0
80.0
35.0
41.0
30.0
80.0
33.0
80.0
24.0
80.0
33.0
80.0
0.0
80.0
35.0
41.0
28.0
35.0
51.0
41.0
20.0
28.0
16.0
28.0
43.0
33.0
30.0
35.0
25.0
27.0
28.0
35.0
28.0
32.0
27.0
25.0
27.0
27.0
27.0
25.7883565797453
19.0
20.0
24.0
25.0
24.0
24.0
25.0
24.0
17.0
25.0
25.0
17.0
24.0
17.0
11.0
12.0
8.0
8.0
22.0
25.0
27.0
27.0
27.0
13.6396717802355
27.0
24.0
19.0
13.7276752767528
11.0
13.4606866002215
18.2680765933124
20.7863031071655
22.0
22.0
22.7932960893855
24.0
24.5405125550091
19.3257233873109
18.4795058955643
22.0
23.002885170225
23.077495350279
22.0
25.3288252193797
19.055788455337
22.0
24.0
24.3359655419957
22.0028208744711
24.1261137765593
27.0
25.0
20.0
28.0
22.0
27.0
22.0
17.0
19.0
25.0
27.0
22.0
24.0
24.4599303135889
25.0
25.0
25.9885535900104
23.9942748091603
24.2902208201893
27.4864068129709
27.0
25.8925180402583
25.0
24.4376899696049
24.4829513694802
24.4730358609362
23.0041493775934
23.2394366197183
25.9340853013747
25.7784958871915
24.5172124265323
25.5135135135135
28.0
26.495437647854
24.5094112935523
25.4705202312139
25.9906542056075
22.2222222222222
20.0
27.0
27.0
27.3802816901408
28.0
22.8532235939643
20.0
27.0
27.0
24.5282430853136
22.0
28.5291631445478
27.0
28.421052631579
30.0
28.0087527352298
25.0
25.0
25.0
25.9393680614859
27.0
29.6548463356974
28.0
25.8597285067873
25.0
24.5885769603098
25.0
26.0124101894187
25.0
27.410071942446
25.0
25.8620689655172
25.0
26.6728624535316
28.0
25.9615384615385
27.0
26.4266900790167
28.0
