N06451P
37.0
28.0
32.0
28.0
25.0
30.0
32.0
27.0
32.0
33.0
32.0
28.0
27.0
35.0
33.0
32.0
35.0
32.0
32.0
37.0
37.0
37.0
32.0
35.0
35.0
30.0
35.0
32.0
32.0
37.0
41.0
32.0
37.0
45.0
33.0
33.0
35.0
33.0
38.0
35.3032258064516
40.0
35.0
35.0
33.0
32.0
34.0831826401447
38.0
38.0
35.0
34.8019401778496
35.2890173410405
38.284547311096
40.0
38.6165048543689
37.0
40.0
30.0
40.0
35.0
38.0
40.0
48.0
46.0
38.0
37.0
33.0
41.0
38.0
37.0
35.0
35.0
30.0
32.0
37.0
35.0
32.0
37.0
45.0
40.0
33.0
37.0
33.0
33.0
30.0
38.0
28.0
30.0
33.0
35.0
33.0
35.0
35.0
35.0
32.0112359550562
25.0
37.0
28.0
30.0
32.0
35.0
33.0
33.0
35.0
32.0
37.0
37.0
28.0
35.0
32.0
33.0
33.0
33.0
30.0
37.0
33.0
30.0
32.0
35.0
35.0
28.0
33.0
32.0
37.0
35.0
32.0
27.0
32.0
30.0
28.0
28.0
30.0
28.0
30.0
25.0
30.0
24.0
32.0
19.0
30.0
30.0
32.0
28.0
28.0
27.0
22.0
30.0
19.0
24.0
30.0
32.0
32.0
32.0
25.0
37.0
24.0
22.0
25.0
25.0
27.0
24.0
28.0
28.0
24.0
27.0
20.0
27.0
25.0
27.0
28.0
27.0
30.0
24.0
28.0
22.6900228484387
27.0
24.0
24.0
19.0
32.0
22.0
30.0
24.0
28.0
19.0
16.0
19.0
24.0
25.0
27.0
32.0
24.0
27.0
22.0
28.0
27.0
25.0
28.0
28.0
27.0
30.0
28.0
30.0
22.0
27.0
28.0
30.0
30.0
22.0
32.0
33.0
28.0
25.0
30.0
28.0
28.0
30.0
27.0
28.0
33.0
28.0
27.0
30.0
30.0
27.0
27.0
37.0
25.0
32.0
24.0
28.0
28.0
28.0
27.0
32.0
19.0
28.0
25.0
28.0
30.0
27.0
28.0
27.0
33.0
33.0
25.0
28.0
30.0
27.0
28.0
25.0
28.0
28.0
25.0
28.0
30.0
24.0
28.0
30.0
28.0
35.0
30.0
33.0
33.0
32.0
35.0
30.0
27.0
33.0
30.0
28.0
33.0
33.0
37.0
33.0
28.0
27.0
37.0
30.0
32.0
32.0
28.0
