N06511A
32.0
28.0
32.0
33.0
28.0
35.0
30.0
25.0
27.0
35.0
25.0
28.0
35.0
28.0
28.0
30.0
30.0
27.0
30.0
27.0
30.0
28.0
27.0
27.0
25.0
30.0
30.0
28.0
28.0
27.0
32.0
30.0
30.0
30.0
32.0
28.0
25.0
30.0
33.0
31.6216216216216
28.0
32.0
30.0
32.0
27.0
28.08
30.0
30.0
28.0
27.7894736842105
30.0130718954248
31.0679611650485
31.5441176470588
30.7146814404432
30.0
33.0
27.0
27.0
30.0
33.0
28.0
28.0
33.0
27.0
32.0
30.0
41.0
32.0
37.0
28.0
30.0
28.0
30.0
30.0
35.0
30.0
27.0
33.0
32.0
30.0
28.0
32.0
28.0
33.0
37.0
24.0
20.0
30.0
32.0
27.0
24.0
24.0
24.0
26.1682242990654
27.0
28.0
30.0
30.0
25.0
28.0
27.0
35.0
33.0
25.0
38.0
30.0
27.0
30.0
35.0
30.0
40.0
40.0
27.0
32.0
28.0
25.0
30.0
30.0
32.0
32.0
30.0
27.0
27.0
35.0
27.0
27.0
27.0
28.0
28.0
28.0
30.0
28.0
28.0
25.0
30.0
25.0
35.0
27.0
30.0
30.0
28.0
27.0
33.0
30.0
25.0
28.0
27.0
25.0
28.0
28.0
30.0
27.0
25.0
28.0
28.0
27.0
25.0
25.0
27.0
27.0
25.0
28.0
28.0
30.0
30.0
28.0
27.0
27.0
30.0
27.0
28.0
27.0
33.0
29.4653204565408
25.0
37.0
30.0
27.0
28.0
27.0
25.0
24.0
25.0
25.0
28.0
25.0
27.0
24.0
28.0
28.0
24.0
16.0
24.0
27.0
32.0
17.0
27.0
20.0
25.0
22.0
28.0
22.0
24.0
22.0
24.0
28.0
24.0
27.0
25.0
33.0
27.0
22.0
28.0
20.0
27.0
22.0
27.0
20.0
28.0
25.0
27.0
22.0
28.0
16.0
19.0
25.0
24.0
24.0
25.0
28.0
27.0
28.0
27.0
25.0
27.0
27.0
24.0
27.0
24.0
22.0
20.0
24.0
32.0
30.0
25.0
27.0
27.0
27.0
28.0
22.0
27.0
33.0
27.0
27.0
30.0
25.0
28.0
28.0
27.0
24.0
24.0
24.0
27.0
27.0
27.0
30.0
25.0
28.0
28.0
27.0
30.0
27.0
32.0
30.0
30.0
28.0
25.0
25.0
30.0
28.0
27.0
28.0
30.0
28.0
32.0
30.0
28.0
27.0
28.0
28.0
28.0
28.0
27.0
30.0
28.0
30.0
27.0
24.0
30.0
30.0
27.0
25.0
30.0
25.0
30.0
32.0
28.0
28.0
28.0
30.0
30.0
30.0
30.0
30.0
28.0
28.0
27.0
32.0
30.0
30.0
30.0
28.0
33.0
32.0
32.0
30.0
32.0
27.0
27.0
32.0
30.0
30.0
30.0
30.0
30.0
30.8196721311475
32.0
30.920245398773
34.1508718726308
32.2549019607843
30.0
31.3967611336032
32.0
28.0
30.0
30.0
30.0
28.0
33.0
32.0
33.0
33.0
30.0
25.0
25.0
80.0
30.0
33.0
33.0
30.0
27.0
30.0
35.0
33.0
30.0
32.0
27.0
41.0
32.0
37.0
80.0
80.0
80.0
22.0
80.0
32.0
30.0
30.0
35.0
35.0
35.0
39.0697674418605
28.0
32.0
30.0
37.0
35.0
35.0
30.0
41.0
27.0
22.0
27.0
35.0
37.0
37.0
28.0
24.0
32.0
30.0
33.0
30.0
20.0
30.0
32.0
32.0
30.0
32.0
27.0
41.0
27.0
35.0
32.0
25.0
27.0
25.0
33.0
30.0
28.0
32.0
33.0
35.0
28.0
25.0
25.0
33.0
28.0
35.0
30.0
28.0
30.0
28.0
33.0
28.0
32.0
27.0
28.0
25.0
32.0
30.0
30.0
28.0
28.0
30.0
25.0
28.0
27.0
33.0
27.0
27.0
28.0
30.0
28.0
30.0
27.0
27.0
27.0
28.0
28.0
30.0
32.0
30.0
27.0
30.0
27.0
27.0
30.0
27.0
30.0
28.0
28.0
28.0
27.6774989716166
33.0
32.0
28.0
27.0
25.0
28.0
32.0
30.0
28.0
32.0
28.0
28.0
30.0
28.0
28.0
28.0
30.0
27.0
27.0
32.0
27.0
27.0
30.0
28.0
27.0
28.0
27.0
28.0
27.0
28.0
28.0
30.0
28.0
27.0
33.0
25.0
27.0
27.0
27.0
28.0
27.0
28.0
33.0
32.0
27.0
28.0
27.0
28.0
32.0
27.0
32.0
32.0
28.0
28.0
30.0
32.0
28.0
28.0
25.0
32.0
28.0
28.0
27.0
28.0
28.0
28.0
30.0
28.0
27.0
27.0
27.0
27.0
25.0
33.0
30.0
32.0
27.0
25.0
27.0
27.0
25.0
27.0
28.0
25.0
33.0
32.0
27.0
27.0
30.0
32.0
30.0
27.0
27.0
25.0
35.0
28.0
25.0
32.0
30.0
33.0
33.0
30.0
35.0
25.0
32.0
35.0
32.0
32.0
32.0
30.0
30.0
30.0
28.8549618320611
28.0
28.0
28.0
28.0
28.0
25.0
25.0
25.0
25.0
25.0
25.0
25.9533898305085
28.0
28.0
29.8064516129032
31.1940298507463
26.4220183486239
25.5
25.0
28.1739130434783
32.0
35.0
33.0
30.2403846153846
28.3064516129032
27.2112676056338
40.3738317757009
29.238578680203
30.0
34.6478873239437
30.0
80.0
25.0
30.0
20.0
20.0
20.0
25.625
31.98
29.2173913043478
27.0
30.1304347826087
80.0
80.0
30.0
80.0
80.0
35.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
12.0
0.0
80.0
80.0
30.0
24.0
35.0
80.0
27.0
80.0
19.0
80.0
25.0
32.0
80.0
24.0
40.0
25.0
28.0
27.0
30.0
25.0
33.0
32.0
27.0
27.0
27.0
27.0
27.4807121661721
25.0
30.0
28.0
28.0
24.0
25.0
24.0
28.0
28.0
27.0
28.0
22.0
30.0
27.0
30.0
25.0
25.0
27.0
28.0
27.0
27.0
25.0
25.0
26.6304347826087
27.0
25.0
25.0
25.7756563245823
27.0
25.0985915492958
24.5247148288973
25.0
25.0
25.0
26.4150943396226
28.0
27.5054750971388
27.0
25.2644889357218
24.45005409304
28.9232053422371
25.0
25.0
27.3172245621813
29.186320754717
27.2458317088274
30.1102941176471
25.5063469675599
25.7063369397218
26.5295705521472
27.0
28.0
24.0
27.0
30.0
25.0
25.0
25.0
27.0
24.0
27.0
28.0
32.0
27.5294117647059
25.5867768595041
27.0
25.3001464128843
25.2165898617512
27.0
27.5051975051975
27.5282608695652
25.7896077432501
24.519940915805
25.3521126760563
27.552
28.8442211055276
25.13353115727
23.3476625470177
