N06611J
33.0
25.0
17.0
28.0
41.0
24.0
19.0
45.0
28.0
41.0
45.0
35.0
28.0
38.0
40.0
28.0
35.0
37.0
46.0
37.0
28.0
19.0
32.0
32.0
35.0
51.0
25.0
51.0
49.0
45.0
49.0
46.0
33.0
41.0
61.0
38.0
45.0
35.0
19.0
23.4407128169979
53.0
38.0
41.0
51.0
35.0
38.7065052950076
43.0
43.0
33.0
40.8583690987124
45.2737955346651
35.6198581560284
32.3899159663866
36.0328981723238
49.0
30.0
38.0
37.0
41.0
38.0
32.0
45.0
51.0
38.0
28.0
41.0
41.0
40.0
28.0
48.0
53.0
46.0
38.0
53.0
27.0
30.0
48.0
38.0
35.0
37.0
41.0
30.0
28.0
38.0
48.0
37.0
40.0
41.0
37.0
49.0
27.0
27.0
27.0
26.8020304568528
19.0
56.0
24.0
33.0
43.0
35.0
32.0
41.0
32.0
80.0
20.0
80.0
27.0
32.0
20.0
48.0
35.0
35.0
80.0
14.0
24.0
33.0
30.0
46.0
38.0
27.0
30.0
35.0
35.0
24.0
41.0
30.0
27.0
28.0
33.0
25.0
41.0
35.0
25.0
41.0
27.0
30.0
32.0
40.0
48.0
32.0
32.0
33.0
32.0
22.0
27.0
30.0
32.0
24.0
12.0
14.0
24.0
14.0
28.0
24.0
32.0
35.0
22.0
37.0
22.0
19.0
22.0
37.0
22.0
12.0
14.0
24.0
28.0
32.0
28.0
19.0
19.0
35.0
37.0
17.76
33.0
37.0
17.0
27.0
19.0
24.0
30.0
35.0
19.0
12.0
20.0
8.0
32.0
16.0
27.0
30.0
35.0
22.0
17.0
25.0
24.0
28.0
25.0
22.0
17.0
19.0
27.0
20.0
20.0
14.0
27.0
19.0
35.0
22.0
32.0
22.0
22.0
30.0
27.0
35.0
32.0
25.0
25.0
27.0
22.0
16.0
14.0
16.0
16.0
38.0
14.0
20.0
27.0
32.0
19.0
12.0
20.0
16.0
17.0
24.0
20.0
12.0
24.0
24.0
17.0
22.0
33.0
30.0
25.0
25.0
19.0
24.0
25.0
27.0
20.0
19.0
25.0
32.0
22.0
22.0
25.0
24.0
12.0
25.0
27.0
28.0
30.0
30.0
32.0
27.0
22.0
35.0
32.0
32.0
35.0
30.0
22.0
30.0
28.0
33.0
25.0
19.0
27.0
17.0
25.0
24.0
19.0
27.0
28.0
19.0
30.0
24.0
28.0
30.0
24.0
35.0
35.0
38.0
28.0
20.0
24.0
20.0
27.0
24.0
27.0
27.0
33.0
28.0
20.0
32.0
17.0
28.0
25.0
25.0
24.0
24.0
20.0
28.0
25.0
17.0
38.0
43.0
30.0
24.0
37.0
40.0
28.0
43.0
45.0
33.0
32.0
33.0
28.0
30.0
40.0
30.0
33.0
33.0
33.0
31.1984021304927
30.0
34.9384453042561
43.0
38.1549295774648
34.4160060400151
37.0
37.0
37.0
24.0
37.0
32.0
30.0
28.0
37.0
32.0
24.0
40.0
54.0
24.0
53.0
16.0
80.0
32.0
80.0
49.0
80.0
80.0
80.0
6.0
11.0
49.0
46.0
45.0
38.0
38.0
24.0
41.0
80.0
33.0
61.0
41.0
48.0
74.0
35.0
32.0
32.0
32.0
33.0105263157895
20.0
32.0
80.0
27.0
40.0
28.0
40.0
38.0
80.0
80.0
30.0
53.0
32.0
30.0
80.0
32.0
35.0
27.0
80.0
41.0
80.0
35.0
38.0
33.0
53.0
80.0
80.0
48.0
33.0
80.0
35.0
33.0
38.0
57.0
41.0
38.0
41.0
41.0
38.0
35.0
46.0
37.0
16.0
41.0
38.0
25.0
33.0
30.0
35.0
27.0
22.0
17.0
33.0
48.0
0.0
33.0
35.0
27.0
27.0
37.0
80.0
22.0
32.0
20.0
17.0
28.0
28.0
24.0
22.0
30.0
28.0
37.0
8.0
16.0
19.0
28.0
25.0
28.0
14.0
20.0
24.0
28.0
40.0
19.0
28.0
17.0
20.0
30.0
12.0
27.0
27.4909090909091
27.0
20.0
19.0
20.0
30.0
20.0
25.0
14.0
27.0
19.0
25.0
19.0
40.0
33.0
37.0
30.0
24.0
27.0
25.0
37.0
27.0
25.0
24.0
28.0
19.0
24.0
22.0
27.0
32.0
28.0
25.0
38.0
30.0
20.0
24.0
46.0
32.0
49.0
51.0
24.0
30.0
22.0
24.0
56.0
28.0
32.0
27.0
27.0
45.0
30.0
37.0
32.0
33.0
32.0
28.0
17.0
30.0
38.0
38.0
30.0
46.0
30.0
25.0
33.0
28.0
74.0
35.0
32.0
38.0
35.0
48.0
48.0
33.0
40.0
41.0
54.0
40.0
35.0
46.0
38.0
35.0
35.0
33.0
54.0
30.0
32.0
27.0
40.0
32.0
45.0
45.0
35.0
33.0
37.0
33.0
28.0
35.0
33.0
80.0
37.0
35.0
80.0
33.0
80.0
35.0
38.0
48.0
48.0
48.0
32.0
32.0
32.0
31.1015118790497
30.0
30.0
30.0
30.0
30.0
51.0
51.0
51.0
51.0
51.0
51.0
46.925820256776
43.0
43.0
34.4851485148515
38.1187904967603
41.8625750500334
29.9016393442623
74.0
39.4430379746835
28.0
41.0
35.0
77.5238095238095
45.6448598130841
50.0867888138862
37.1428571428572
44.1886099203919
61.0
51.0068259385666
80.0
41.0
53.0
53.0
80.0
80.0
74.0
77.3590096286107
44.6017699115044
32.1774193548387
40.2209944751381
33.9823008849558
48.0
54.0
80.0
0.0
53.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
80.0
80.0
80.0
80.0
0.0
80.0
80.0
80.0
74.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
48.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
80.0
48.0
48.0
43.0
46.0
28.0
35.0
33.0
28.0
32.0
33.0
25.0
33.0
30.0
37.0
14.0
27.0
33.0
19.0
22.0
38.0
80.0
33.0
28.0
28.0
26.3274336283186
30.0
25.0
35.0
31.9391634980989
30.0
24.6
22.3214285714286
21.9451371571072
21.4492753623188
25.0
30.0
35.0
31.4385964912281
28.0
32.481048198409
38.5956873315364
39.3559322033898
21.9451371571072
21.4492753623188
28.8549618320611
42.2295882763433
36.9565873718182
30.9090909090909
32.6894646217915
30.5069949636262
28.7505494505495
20.0
35.0
27.0
30.0
46.0
28.0
22.0
27.0
35.0
33.0
30.0
28.0
35.0
35.0
33.4111543450065
32.4776119402985
35.1951219512195
37.0
41.7354762606901
41.8077844311377
37.0
34.8215271389144
33.7415730337079
32.1897810218978
32.3064250411862
29.0385050962627
25.4384858044164
27.5618979664645
32.1489868891538
27.6684607104413
27.5077677841374
27.4397394136808
28.9051094890511
30.0
46.0
32.8163771712159
21.875
22.2772277227723
25.0
26.5615727002967
22.0
25.8260869565217
28.0
24.0746388443018
27.0
22.4074074074074
25.0
31.3636363636364
30.0
23.4788634788635
16.0
19.5175097276265
20.0
29.9551122194514
28.0
21.5466568699486
30.0
30.5117004680187
33.0
22.9211822660099
24.0
24.5919732441472
30.0
17.607133351078
14.0
19.4056603773585
22.0
16.0941721343111
12.0
25.8846918489066
24.0
22.9904534606205
19.0
11.0
22.0
17.5595667870036
16.0
12.6848196051736
14.0
17.8640325392214
14.0
19.0
19.0
21.0835803200948
19.0
25.0481927710843
28.0
20.0
11.0
18.8424068767908
24.0
35.8765735339269
