N06421B
49.0
41.0
43.0
45.0
41.0
40.0
38.0
41.0
43.0
40.0
43.0
43.0
45.0
53.0
51.0
49.0
41.0
43.0
40.0
46.0
49.0
54.0
46.0
43.0
51.0
45.0
53.0
49.0
46.0
49.0
56.0
46.0
51.0
45.0
49.0
43.0
45.0
51.0
45.0
46.631419939577
51.0
51.0
48.0
56.0
53.0
48.2611764705882
43.0
43.0
51.0
45.5660377358491
45.4551386623165
48.0
46.4
48.6734693877551
54.0
46.0
45.0
48.0
45.0
41.0
53.0
43.0
46.0
54.0
49.0
54.0
46.0
54.0
51.0
48.0
54.0
48.0
45.0
38.0
41.0
48.0
48.0
48.0
48.0
40.0
54.0
49.0
45.0
46.0
41.0
48.0
49.0
38.0
46.0
51.0
43.0
43.0
43.0
48.0
41.0
40.0
45.0
48.0
48.0
49.0
48.0
46.0
48.0
45.0
51.0
53.0
49.0
49.0
45.0
48.0
48.0
48.0
41.0
46.0
41.0
45.0
48.0
46.0
46.0
45.0
45.0
41.0
41.0
45.0
48.0
48.0
45.0
43.0
46.0
43.0
41.0
46.0
48.0
46.0
43.0
43.0
43.0
46.0
35.0
45.0
45.0
45.0
41.0
46.0
45.0
43.0
48.0
45.0
48.0
48.0
43.0
45.0
41.0
41.0
43.0
43.0
41.0
35.0
38.0
38.0
40.0
46.0
45.0
40.0
40.0
41.0
38.0
41.0
38.0
40.0
43.0
41.0
45.0
45.0
38.0
43.0
41.0
45.0
41.0
41.0
38.0
37.0
38.0
38.0
38.0
43.0
43.0
40.0
40.0
41.0
43.0
43.0
45.0
45.0
41.0
46.0
43.0
45.0
40.0
45.0
45.0
41.0
45.0
51.0
49.0
43.0
40.0
46.0
45.0
40.0
41.0
38.0
41.0
38.0
45.0
41.0
45.0
41.0
41.0
38.0
40.0
41.0
43.0
45.0
43.0
40.0
41.0
37.0
41.0
38.0
40.0
43.0
41.0
37.0
41.0
38.0
43.0
41.0
40.0
41.0
38.0
40.0
43.0
45.0
38.0
43.0
49.0
46.0
43.0
41.0
38.0
38.0
38.0
43.0
40.0
40.0
40.0
48.0
37.0
38.0
43.0
43.0
40.0
40.0
43.0
43.0
46.0
40.0
46.0
43.0
41.0
48.0
43.0
49.0
43.0
43.0
46.0
46.0
38.0
40.0
43.0
40.0
40.0
46.0
48.0
46.0
46.0
48.0
46.0
38.0
41.0
38.0
46.0
45.0
45.0
43.0
43.0
43.0
46.0
41.0
46.0
48.0
49.0
43.0
41.0
40.0
48.0
45.0
45.0
45.0
43.0
45.0
46.0
43.0
46.0
46.0
41.0
46.0
46.0
49.0
46.0
51.0
48.0
49.0
56.0
53.0
48.0
51.0
41.0
48.0
45.0
46.0
46.0
47.4566929133858
45.0
45.6290322580645
46.0
47.7113095238095
45.5043103448276
48.9640167364017
53.0
53.4587699316629
48.0
49.0
49.0
51.0
53.0
49.0
57.0
54.0
51.0
48.0
45.0
51.0
49.0
45.0
41.0
51.0
43.0
49.0
48.0
53.0
48.0
46.0
59.0
51.0
49.0
48.0
46.0
38.0
46.0
48.0
40.0
53.0
49.0
46.0
45.0
49.0
43.0
43.0
43.0
44.0117647058824
49.0
45.0
54.0
48.0
49.0
51.0
49.0
48.0
53.0
54.0
54.0
43.0
56.0
49.0
38.0
43.0
48.0
53.0
53.0
51.0
45.0
59.0
46.0
49.0
48.0
43.0
51.0
45.0
45.0
49.0
46.0
43.0
48.0
45.0
49.0
40.0
45.0
43.0
49.0
37.0
48.0
40.0
41.0
45.0
46.0
46.0
43.0
40.0
45.0
43.0
46.0
46.0
40.0
41.0
48.0
46.0
43.0
43.0
41.0
40.0
38.0
37.0
38.0
40.0
45.0
40.0
45.0
41.0
40.0
43.0
48.0
43.0
45.0
46.0
40.0
43.0
51.0
41.0
40.0
41.0
43.0
40.0
38.0
40.0
38.0
38.0
35.0
35.0
38.0
41.0
41.0
33.0
38.0
40.0
40.0
40.0
41.0
38.0
40.0
45.0
48.0
41.0
43.0
43.0
41.0
43.0
41.0
43.0
45.0
38.0
45.0
41.0
49.0
49.0
46.0
41.0
41.0
38.0
46.0
45.0
49.0
46.0
45.0
48.0
41.0
46.0
41.0
41.0
43.0
43.0
41.0
38.0
38.0
41.0
38.0
45.0
41.0
43.0
48.0
45.0
45.0
40.0
46.0
46.0
45.0
41.0
48.0
48.0
40.0
40.0
37.0
40.0
38.0
35.0
37.0
41.0
46.0
43.0
46.0
46.0
45.0
49.0
49.0
43.0
43.0
41.0
45.0
45.0
41.0
45.0
40.0
40.0
45.0
49.0
46.0
43.0
46.0
43.0
46.0
40.0
51.0
43.0
46.0
46.0
48.0
51.0
49.0
53.0
46.0
46.0
45.0
41.0
53.0
45.0
48.0
48.0
46.0
41.0
41.0
41.0
49.0
49.0
49.0
49.8499566348656
51.0
51.0
51.0
51.0
51.0
48.0
48.0
48.0
48.0
48.0
48.0
45.2383561643836
43.0
43.0
44.0227507755946
45.3894979803809
46.0
48.2789634146342
53.0
49.68
35.0
46.0
45.0
51.3103448275862
45.0
48.5531235750114
51.4345991561182
56.5358353848298
45.0
45.6617647058824
74.0
54.0
45.0
53.0
46.0
46.0
32.0
38.5454545454546
56.9127516778524
50.2799703009881
54.2148760330579
58.9662921348315
74.0
54.0
74.0
48.0
80.0
80.0
45.0
54.0
53.0
43.0
48.0
43.0
48.0
38.0
41.0
51.0
48.0
48.0
48.0
46.0
48.0
57.0
37.0
41.0
51.0
38.0
49.0
43.0
49.0
41.0
49.0
53.0
51.0
48.0
37.0
48.0
45.0
46.0
51.0
51.0
51.0
49.0567315834039
38.0
40.0
45.0
46.0
48.0
37.0
40.0
46.0
40.0
46.0
35.0
45.0
46.0
41.0
45.0
35.0
40.0
41.0
40.0
45.0
41.0
38.0
38.0
38.0
40.0
40.0
43.0
40.6594090202177
38.0
40.2938607757514
41.8803106441297
42.8345293372731
42.6192250372578
41.0
41.8223722275796
43.0
41.4903272032482
40.0
43.0432881504154
42.7651966626937
40.4852096190679
42.8345293372731
42.6192250372578
43.9755676796796
39.6129470348574
40.0089713833261
44.3389011873616
37.0773381294964
36.1247489399688
39.6158923584666
41.0
40.0
41.0
43.0
46.0
38.0
37.0
35.0
37.0
45.0
38.0
41.0
37.0
38.4960983684086
40.5066497783407
41.0
37.740413571572
37.3275277086632
40.4393633714414
40.0
38.4038377671173
38.8809574242745
39.5360431169998
39.0607000443066
40.0
38.4529948433162
37.5356269975559
38.0
37.4699875466999
35.9135399673736
37.2307692307692
35.5899419729207
34.7942772570301
38.8920187793427
38.3569682151589
34.7380672466494
35.2247191011236
38.0
38.0
39.8707191780822
38.0
38.0
38.0
35.0
35.0
37.4231072555205
37.0
35.3432379287743
38.0
35.0
35.0
34.0500701918577
33.0
30.7691537305959
33.0
31.9533841326759
38.0
34.514133551823
37.0
36.4818127608825
35.0
37.4315789473684
35.0
30.0779220779221
28.0
33.6363636363636
40.0
38.2231404958678
37.0
32.5890736342043
30.0
37.405614714424
35.0
35.0
27.0
20.1095290251917
30.0
34.9321357285429
33.0
30.2469135802469
28.0
28.2456140350877
24.0
10.1
14.0
16.4164466239155
17.0
41.0
38.0
28.3521809369952
30.0
34.0904028216076
33.0
38.0
38.0
39.5263664048726
37.0
37.8676877652704
41.0
37.0
37.0
40.4375231738969
40.0
34.8235294117647
37.0
43.9877961234745
45.0
40.0
40.0
40.0305139186296
43.0
41.665731912507
46.0
44.5036595283275
43.0
46.9917081260365
46.0
48.7544910179641
46.0
45.966391509434
43.0
44.3338033133592
45.0
45.0
45.0
47.1219512195122
48.0
46.0881934566145
48.0
47.6676737160121
46.0
38.3484251968504
33.0
35.7105606258149
33.0
44.6401780038144
46.0
46.8899789768746
41.0
48.0
48.0
45.5455770094297
46.0
50.1232091690544
51.0
46.0
46.0
44.9332702318978
43.0
43.0
43.0
39.7325227963526
43.0
52.883064516129
61.0
46.0618363522798
49.0
41.3001277139208
46.0
45.5703802535023
45.0
51.0
53.0
53.0
53.0
53.5955056179775
40.0
41.0221465076661
44.9545454545455
42.1743173364783
51.0
41.8181818181818
46.0
80.0
53.0
47.8272884283247
43.0
32.6536912751678
27.0
50.9126213592233
57.0
42.2883295194508
48.0
52.3187660668381
53.0
50.921568627451
49.0
44.8445229681979
37.0
43.5777777777778
53.0
66.4576802507837
80.0
53.2173913043478
45.0
43.0
43.0
42.359464627151
49.0
41.1398601398601
37.0
38.4635761589404
48.0
48.7100591715976
49.0
47.88
45.0
54.6125461254613
80.0
70.3255813953488
54.0
34.2857142857143
24.0
43.0442477876106
38.0
44.1635687732342
40.0
54.2148760330579
41.0
50.3762376237624
48.0
39.4390243902439
33.0
56.9021113243762
54.0
52.2183908045977
49.0
52.5853658536585
49.0
41.9529607083564
41.0
41.3628318584071
38.0
45.7480540761983
43.0
43.0
43.0
45.6132596685083
48.0
42.9390018484288
40.0
44.2247191011236
48.0
40.0840593360019
37.0
38.2287822878229
40.0
41.8408941485865
43.0
41.4501382096534
38.0
46.5811489124373
45.0
40.6088141753748
41.0
36.3387978142077
38.0
40.0
38.0
38.4852310022722
37.0
41.0
41.0
42.6818507035535
41.0
45.0
45.0
41.0
41.0
35.0373913043478
33.0
30.4829467939973
24.0
41.7174388546431
41.0
39.7284432305892
37.0
40.2237623762376
37.0
41.0
41.0
41.6676056338028
40.0
39.5270955956972
38.0
40.2395285203115
43.0
35.0909708078751
37.0
37.3941368078176
40.0
39.0927501012556
40.0
35.832137733142
37.0
40.1550094517958
38.0
36.3533333333333
35.0
38.9227373068433
40.0
36.9014084507042
35.0
33.9549839228296
35.0
41.1934239902578
40.0
40.0
40.0
39.0490797546012
38.0
41.1155378486056
40.0
40.5197018104366
39.3510782980377
40.992070809515
41.1765857478465
40.1046915725456
41.3371203845314
42.7392871445735
43.1563019007197
37.7631578947368
36.4383561643836
35.3239436619718
34.0401146131805
35.8725761772853
38.4649746192893
38.4078048780488
37.0
37.4612564165241
37.4015748031496
35.9859154929578
35.0
35.0
33.2993121810517
33.4728033472803
35.8236994219653
37.5102871354284
38.0
38.9452736318408
41.3834586466165
43.0
43.0
38.8402948402949
40.6027987082885
37.565445026178
35.9265639165911
37.0
38.4166125892278
38.2349613426362
37.0
33.0521091811414
31.0431154381085
28.4153005464481
30.010558648493
33.2370659107016
33.3019223520543
34.40329218107
32.0
33.5815485996705
36.9159599074788
38.9274664833276
34.5152838427948
33.2490379329302
35.0
30.7765830346476
24.7152749490835
26.467547609794
40.43044414009
40.0
30.2197802197802
27.1565495207668
32.4933687002653
37.6436972005963
41.8403451995685
38.8583626318433
29.5596258768511
25.8595284872299
29.6949989709817
32.4534744749872
35.0053171287505
39.4660950896337
42.7786088257292
42.749172489886
37.469306588276
36.0014631767192
34.2110552763819
32.4677419354839
36.0606566499722
41.3224597751818
40.0
40.4696517412935
39.5094254937163
40.8915167095116
42.9634998705669
41.9761904761905
41.507017975868
41.2877718158712
43.9902568644818
42.2608695652174
40.0
40.0
42.4942263279446
42.7498408656906
40.0
44.1176470588235
46.6785079928952
45.5175913396482
43.4319609211445
47.1162185602775
49.8238055785695
43.576003242805
41.0
42.9286798179059
46.0
46.9787234042553
46.9962658700523
48.0
46.2944162436548
45.0
45.0
47.5549172017574
46.4316423043852
45.4319779883828
41.922236503856
40.4813329219377
40.5170927894283
41.9174825174825
44.7479674796748
43.5398230088496
44.5826634044041
47.8125
45.54
46.0
46.0
46.0
51.0
51.0
46.7442176870748
45.8121284185493
48.0
47.1169977924945
46.0
46.0
46.0
46.0
45.0
45.0
45.0
45.0
46.0
50.337899543379
47.0900473933649
48.5683250054312
48.4591611479029
43.0
48.0
48.0
48.0
50.1006564551422
53.0
50.5252918287938
49.0
48.4174950298211
54.0
51.020979020979
48.0
48.6620689655172
54.1935483870968
43.7410071942446
48.788643533123
43.1258278145695
36.4356435643564
46.0
46.0
48.0614596670935
54.3094841930116
43.4349030470914
38.7837837837838
41.0
46.0
51.4838709677419
64.406779661017
80.0
50.4648729446936
53.1525423728814
58.6666666666667
54.9152542372881
46.2383292383292
41.0
48.38
56.5972850678733
45.4059701492537
43.9285714285714
45.0
58.6666666666667
49.9809523809524
44.9315068493151
46.9565217391304
53.4563758389262
53.1584158415842
42.7777777777778
39.0856031128405
41.7278106508876
41.8994515539305
41.0
49.0392156862745
58.6011235955056
52.1142857142857
51.0236220472441
45.6247288503254
43.4649298597194
43.3563218390805
44.6146095717884
46.1382799325464
48.8948995363215
46.0025220680958
42.948402948403
50.6280487804878
45.8235294117647
43.3563218390805
45.4632807137955
45.0
45.0
45.0
45.0
45.0
45.0
42.5528040786599
40.5428986912264
40.0
40.0
40.0
40.4177109440267
37.2930770910679
35.9189074740631
39.3066266451166
44.4494382022472
40.1876196553925
37.4895176063505
38.8541207580432
38.8180666948079
38.0
40.2169553327256
40.3263822460302
38.0
38.0
42.0328385065227
45.4277511961723
40.2258127311661
37.6917419625972
40.5289399523087
41.4457831325301
43.0
37.1131998365345
34.8244844229925
40.0011020498127
42.6779359430605
41.0
40.5060240963855
37.1255060728745
35.8802216538789
35.8802216538789
36.383785942492
38.0
39.421023255814
35.3546592489569
35.5777460770328
40.4364454443195
40.4364454443195
42.0125649913345
41.0
44.1648287869994
44.1081081081081
35.063829787234
36.0935350756534
37.4441524310118
35.9029649595687
40.0795593635251
40.1969504447268
37.0
37.4852719845195
37.47746985403
36.0206370569762
36.3993336506426
35.3692307692308
35.7335984095427
39.3807266982622
37.9723076923077
37.5229681978799
41.9562113279391
39.5256559089854
34.7575757575758
36.0283687943262
40.0
36.5303593556382
37.1734417344173
43.9497812044176
40.572762468686
37.5237874216756
38.0
36.5133836650652
36.1023622047244
37.0
37.4674299249901
36.4267515923567
36.2867052023121
35.0727660583077
34.5883680120331
39.3272418189545
38.0524454920448
36.3610652839972
38.0
39.3819963889605
41.0
37.1578298397041
35.8127506860882
37.0
37.0
40.5734104046243
40.0
37.5145631067961
33.9403383793411
34.7615658362989
37.0
36.0469464063149
38.2421159715158
41.4038245219348
39.5877605917956
37.4802967083913
39.6207448938727
37.8497706422018
36.4494518879415
38.0
37.3997594226143
42.1194539249147
37.5451250453063
35.3060563094997
38.0
29.0198650674663
25.945864359026
29.8922957500485
32.0515361744301
27.2727272727273
27.3575129533679
33.2286995515695
38.0
34.4774193548387
32.0
14.5651105651106
22.2935970848516
32.2424242424242
34.3919191919192
29.2620320855615
16.3434535104364
13.2240151874703
22.4903280067283
20.95396729255
9.40392514833409
7.2847965738758
10.2558139534884
14.7096774193548
11.4622950819672
8.45303867403315
13.9948849104859
38.4101633393829
37.0
37.5031380753138
38.8986939639958
38.4996975196612
37.0
19.1670757032282
18.6589738306202
35.2015248657079
38.0
37.4794520547945
37.0
34.7290419161677
33.0
33.9556823168056
35.0
36.0025273799495
37.0
37.0
37.0
38.2971619365609
38.840885142255
38.8961364776719
40.4773528614049
42.7352016013726
45.0
44.2147901952638
42.2382671480144
44.1725692208628
46.9148936170213
43.9635854341737
43.8564560439561
43.8564560439561
45.2206572769953
47.0607966457023
47.3376413570275
45.295033358043
45.464096215069
45.750098697197
46.1808219178082
44.3085106382979
43.1979695431472
43.327027027027
41.0
39.3094928478544
38.2065217391304
42.4719101123596
42.9069767441861
41.0
37.6410348544736
37.9992348890589
39.1871921182266
37.9791499599038
38.2125124131082
39.9224259520451
42.590027700831
42.7596566523605
47.5540540540541
42.5559947299078
40.8077099586967
45.5345358556973
43.794043412418
41.0
41.7772511848341
44.9057211925866
49.3051359516616
47.0769230769231
46.5454545454546
48.0
46.2780269058296
45.423197492163
45.4336188436831
45.2984084880637
47.1459074733096
50.7130434782609
40.6025316455696
37.3867069486405
45.0
45.0
45.0
49.9009900990099
47.4725274725275
53.3084982537835
52.0809248554913
51.7816091954023
50.88
44.319018404908
46.6221419975933
53.0
41.0
40.4395604395604
35.0
38.8793103448276
42.3695198329854
45.0
41.5384615384615
40.327868852459
41.0
41.1830985915493
42.0571428571429
39.7530864197531
38.7378640776699
57.0
50.7818181818182
80.0
55.3846153846154
40.0
46.0
52.8795180722892
37.3595505617978
63.6363636363636
63.6548223350254
52.1142857142857
48.4564183835182
53.8117839607201
61.0
40.7961783439491
38.7837837837838
60.7407407407407
67.9136690647482
40.0074515648286
40.4123711340206
48.1678321678322
44.0467091295117
47.0454545454546
48.0
52.0434782608696
49.0
46.3076923076923
53.0
53.0
53.0
37.0
43.0
40.7100591715976
40.0
59.0
48.0
45.522890237176
48.0
44.2247191011236
48.0
49.3477321814255
59.0
50.5470332850941
44.5047489823609
43.0620509470934
49.3477321814255
48.4240197147468
49.0
41.4408536585366
43.0
44.0498185417354
45.0
45.0
38.0
41.0
42.370233702337
42.3601616620636
41.4457831325301
37.4858734580183
38.267614738203
38.9558614143332
35.0108575227122
34.030243902439
37.0397779833488
38.9904840711626
37.5429396199182
38.5265225933202
40.0
37.4573742540495
37.4739669421488
39.4550243111831
38.9461490294302
38.4161900571931
38.9252728799328
39.4546525323911
39.466455570948
40.4949140003699
38.7048080506895
36.4156813939017
38.9260636100785
40.0
40.0
40.4498816101026
40.4810126582279
40.0
41.4216352689843
39.2905953991881
37.4113358848187
39.0359541683129
40.0
39.0524781341108
38.0
38.0
38.9166314007617
40.5227690422708
38.7668345457937
38.4101633393829
40.0
38.2735385175742
40.1066758430833
43.1056619659019
40.4403346543373
40.0
38.371480656269
37.4895749799519
37.5010258514567
37.5121364092277
35.3793103448276
38.2838709677419
41.650781547846
38.9055604589585
40.0
40.0
38.3473389355742
37.5016670371194
35.0860103626943
34.5769911504425
38.5079438176376
40.4475907741494
41.0
40.4721030042918
38.912
38.8321167883212
38.9018147975803
37.473022751896
37.4510158013544
39.0513833992095
40.0
38.3388205036835
38.4157529648691
39.0299572039943
39.0637907296925
36.0025569997869
36.1120996441281
37.681281618887
36.4900662251656
37.481144343303
37.0
38.3779310344828
40.0
38.2287822878229
37.427423405324
39.1958041958042
39.0737833594977
37.437037037037
36.1111111111111
37.4731182795699
39.2341727465286
38.0
37.4209670865502
37.0
37.0
37.5277098614507
35.4553571428571
33.0
34.9586330935252
40.1642685851319
41.9589659417316
39.1578584954381
38.8803088803089
40.0
35.2469959946595
27.8709677419355
22.5477707006369
26.1261261261261
38.9458272327965
38.0
29.4514820592824
19.0575139146568
9.11506080449018
8.91541353383459
15.3239436619718
12.2622950819672
9.94925373134328
11.8252080856124
17.8631006346328
24.9022964509395
42.1692732290708
38.8919523099851
38.0
38.0
38.0
36.4716636197441
31.1111111111111
31.4709433962264
37.440387331047
40.4856293359762
37.1296928327645
35.934664246824
40.4816375677303
40.4980286366466
40.4717187158768
41.0
39.0514851485149
37.0
37.0
38.2042648709315
38.917568692756
40.0708446866485
43.0
40.4317406143345
39.3281553398058
40.4510218463707
41.3330310587168
44.0165031222123
45.0
45.5389880224884
46.0
46.0
46.0
42.1078407720145
41.0
41.0
43.2664455500276
41.5701702877275
38.0
41.5701702877275
46.8363636363636
46.2759924385633
42.7177508269019
43.2635060639471
40.5618320610687
42.2209785266135
42.938026013772
47.0235219326129
44.1283089380255
42.7826086956522
43.9280575539568
42.0672451193059
41.0
48.2979109900091
45.5092143549952
41.8487394957983
40.0
41.1029411764706
43.0
43.9772727272727
44.0050536955148
44.5860655737705
46.8942701227831
44.8638783269962
48.7317862924987
49.4468085106383
45.0
45.0
43.4848484848485
42.0992878089652
44.2949806949807
44.3678629690049
41.9761904761905
44.4290309609972
48.572739788894
44.2247191011236
41.0
43.4143468950749
43.6781472684086
43.3287820862916
46.6063879755754
44.2696747114376
41.6644159351789
48.6228492773572
45.2749599572878
40.3765387400435
43.1496663489037
48.6721991701245
54.4958111195735
58.8965517241379
56.0
47.6470588235294
50.8235294117647
50.8685258964144
60.884561891516
53.5081967213115
48.0
43.1309771309771
41.0
48.3125659978881
51.136476426799
43.3563218390805
41.0
48.76
41.9583333333333
43.9487666034156
53.0
48.0
48.0
47.0283159463487
49.0
49.0
45.0
52.258064516129
46.0
47.0283159463487
50.921568627451
50.8235294117647
59.0
47.9913290322581
51.431289640592
43.1721854304636
43.9878542510121
55.0649350649351
46.7692307692308
44.4088586030664
51.2897196261682
47.6046128500824
46.0043668122271
44.2078239608802
42.6863753213368
46.6187050359712
48.0
46.8679245283019
49.2525252525253
53.0
48.1184210526316
46.6478873239437
48.0
49.5584415584416
58.4827586206897
62.7351778656127
60.728515625
48.8650306748466
45.5570839064649
47.493166287016
50.03003003003
45.4565217391304
41.87125
44.0827338129496
45.5061349693252
46.9554896142433
46.3216783216783
45.5043103448276
46.0
46.9787234042553
48.0
48.0
42.6
43.304347826087
45.074657186389
41.4776808619805
38.876629889669
38.0
38.0
39.0261177512174
40.0
41.4080517904107
40.1311158383292
38.9596683000377
38.6170906718852
39.0701598579041
38.8361559669161
34.2469084049466
34.3158852981338
39.0762527233116
40.4610717896866
39.4562976243837
38.0
38.0
35.9394904458599
36.4501510574018
37.4972700545989
35.90573012939
35.0
39.0670391061453
38.7995824634656
36.0087274203369
36.0818458859382
36.4641928622075
39.4430379746835
39.4558441558442
37.4807347670251
35.9561128526646
35.9800918836141
38.3286180631121
40.0
38.2523076923077
34.9435918705931
31.2609786700126
32.1176470588235
36.1844724618447
