,cd
M_0852_0191,0.054798232689731365
M_0191_0852,0.08809954921271661
M_0191_0038,0.06271084562777884
M_0038_0191,0.10016120983792867
M_0037_0779_0039_U,0.0
M_0037_0038,0.00994509270546525
M_0821_0190,0.12600284346262658
M_0038_0037,0.03368547953903359
M_0821_0159,0.022265332498187417
M_0308_0011,0.03209159123897625
M_0011_0308,0.08888217981968996
M_0015_0159,0.054131531755709714
M_0039_0038,0.13773470620426698
M_0323_0032,0.008159730377500169
M_0032_0323,0.038227827784575084
M_0108_0478_0479,0.018789867264132974
