,cd
M_0038_0037,0.015307770965675701
M_0037_0038,0.00734471772482039
M_0037_0779_0039_U,0.02901943181741143
M_0191_0038,0.0166929777334002
M_0038_0191,0.054385211064284567
M_0039_0038,0.04725581897824764
M_0191_0852,0.033245616065384107
M_0852_0191,0.01496898923853617
M_0308_0011,0.023874284187318538
M_0011_0308,0.04374733473353951
M_0821_0190,0.03430883630889288
M_0323_0032,0.002658780165272647
M_0821_0159,0.00776419775597155
M_0032_0323,0.018974168111435544
M_0015_0159,0.020367414398507436
M_0108_0478_0479,0.0
