,N06411H
N06351L,0.00017788646212601347
N06411H,0.0
N06421A,0.006087682532497826
N06421D,0.01883294560675444
N06421E,0.00895687063324601
N06421F,0.029257786491061193
N06421G,0.013260069342364709
N06431Y,0.026105376568409045
N31111S,0.005844748147030536
N31111U,0.004162775020257624
N31111W,0.014004973192468443
