,N06421G
N06351L,0.04692128358961719
N06411H,0.051126249184354086
N06421A,0.00823625106754151
N06421D,0.01340513762865442
N06421E,0.01903985190419132
N06421F,0.025294633821450006
N06421G,0.0
N06431Y,0.018096931658255606
N31111S,0.028793529923426694
N31111U,0.01140689302263026
N31111W,0.01802620757190294
