,N06421F
N06351L,0.014121197046459508
N06411H,0.025465871887103926
N06421A,0.0
N06421D,0.021427469624509414
N06421E,0.0012319163781343717
N06421F,0.0
N06421G,0.005259685161060763
N06431Y,0.02348328548440873
N31111S,0.005602404378979404
N31111U,0.0
N31111W,0.002074871115216421
