,N31111U
N06351L,0.06975898013261497
N06411H,0.07376828432486851
N06421A,0.02634148893175534
N06421D,0.04058949058108577
N06421E,0.0
N06421F,0.0
N06421G,0.04943684012462088
N06431Y,0.0
N31111S,0.0
N31111U,0.0
N31111W,0.03397488866476845
