,N06431Y
N06351L,0.022968994444680493
N06411H,0.03152863562364553
N06421A,0.0
N06421D,0.041459188054756006
N06421E,0.010986136221740581
N06421F,0.038072486867186436
N06421G,0.027267633549442314
N06431Y,0.0
N31111S,0.008165164306235699
N31111U,0.0
N31111W,0.014517021428660341
