,N06421E
N06351L,0.027613722363522473
N06411H,0.03280954321585793
N06421A,0.0
N06421D,0.016588687772361447
N06421E,0.0
N06421F,0.016259701693025874
N06421G,0.029129874616667314
N06431Y,0.020193063557512173
N31111S,0.03636441337267434
N31111U,0.008804988163253718
N31111W,0.02215432746042595
