,N31111S
N06351L,0.026285476002519858
N06411H,0.026538330354831722
N06421A,0.0
N06421D,0.014218847674509646
N06421E,0.04710643275515889
N06421F,0.01575589469553934
N06421G,0.02358488090093531
N06431Y,0.015857121863372788
N31111S,0.0
N31111U,0.0
N31111W,0.049627297047362275
