,N06351L
N06351L,0.0
N06411H,0.0407382598427427
N06421A,0.0
N06421D,0.02190876388665997
N06421E,0.018888920464311634
N06421F,0.032771135570568585
N06421G,0.025490695223299532
N06431Y,0.04754004726579921
N31111S,0.015058073628169036
N31111U,0.0
N31111W,0.02922031410242201
