,N06431Y
N06351L,0.029640019752744114
N06411H,0.026250163526406398
N06421A,0.0
N06421D,0.028709840497604545
N06421E,0.021905158396138314
N06421F,0.05988023653037181
N06421G,0.015789266022492032
N06431Y,0.0
N31111S,0.019523978603363752
N31111U,0.0
N31111W,0.02140837668731722
