,N06421G
N06351L,0.01881364566396709
N06411H,0.015506018593479689
N06421A,0.020204265695540912
N06421D,0.03175810754212576
N06421E,0.017464533795232984
N06421F,0.01863160457579994
N06421G,0.0
N06431Y,0.028422861643578285
N31111S,0.019323048339564514
N31111U,0.012701414183439388
N31111W,0.045291331948726
