,N06421E
N06351L,0.01880103035229515
N06411H,0.029184244175880433
N06421A,0.0
N06421D,0.021946618496835005
N06421E,0.0
N06421F,0.01665497012197519
N06421G,0.012231396056602523
N06431Y,0.012357486997744548
N31111S,0.02259040830863681
N31111U,0.009363799502826835
N31111W,0.008661431709087238
