,cd
M_0852_0191,0.03337113252374847
M_0191_0852,0.019745066029135883
M_0191_0038,0.016920885235066577
M_0038_0191,0.028906068042524085
M_0037_0779_0039_U,0.0
M_0037_0038,0.051959584290304416
M_0821_0190,0.017204262064181526
M_0038_0037,0.04465007341946758
M_0821_0159,0.04018020260206899
M_0308_0011,0.01648301435345166
M_0011_0308,0.015843846563857844
M_0015_0159,0.021317217334955403
M_0039_0038,0.01532511285224564
M_0323_0032,0.009567620871676797
M_0032_0323,0.02787773255049162
M_0108_0478_0479,0.013752728791168418
