,cd
M_0038_0037,0.0332756747182984
M_0037_0038,0.08623529007694272
M_0037_0779_0039_U,0.03704496058858239
M_0191_0038,0.04274641290874926
M_0038_0191,0.04930901441952789
M_0039_0038,0.0844831800707919
M_0191_0852,0.04457387549395421
M_0852_0191,0.04703446657239931
M_0308_0011,0.02997294181012877
M_0011_0308,0.056136556786133426
M_0821_0190,0.057996042571210014
M_0323_0032,0.00620065980164711
M_0821_0159,0.07908200161824883
M_0032_0323,0.07012352269454072
M_0015_0159,0.03998206706328887
M_0108_0478_0479,0.0
