,cd
M_0852_0191,0.07259788132711899
M_0191_0852,0.04169865701130454
M_0191_0038,0.026509244429622176
M_0038_0191,0.06487679098668073
M_0037_0779_0039_U,0.0
M_0037_0038,0.0941410909426493
M_0821_0190,0.02197992123091704
M_0038_0037,0.08834552439254573
M_0821_0159,0.06659887594885489
M_0308_0011,0.033774239151602645
M_0011_0308,0.02447002136187478
M_0015_0159,0.05983731558016302
M_0039_0038,0.017952823225889175
M_0323_0032,0.004278568424176358
M_0032_0323,0.033431753787915665
M_0108_0478_0479,0.01093207593042115
