,cd
M_0108_0478_0479,0.023952700718266953
M_0308_0011,0.031068323789803173
M_0011_0308,0.04005855779364788
M_0323_0032,0.0029054073394786375
M_0032_0323,0.03991165139400169
M_0039_0038,0.039344103612394224
M_0191_0852,0.06757545071181056
M_0852_0191,0.07935168164569309
M_0015_0159,0.0
M_0038_0037,0.05789283156977129
M_0037_0038,0.08296922203336737
M_0037_0779_0039_U,0.07841024801010109
M_0191_0038,0.05151421263451217
M_0821_0159,0.07143543090919022
M_0038_0191,0.10983689432463806
M_0821_0190,0.0519003497854595
