,N06731X
N06691U,0.0248149944145306
N06731X,0.0
N06731Y,0.026670787504760204
N26151X,0.0
N29121G,0.05510287003044056
N29131B,0.053645684576475505
N29131C,0.03023622767547439
N29141A,0.037834758745828825
N29142H,0.04344891139081323
N29131F,0.04428139948349201
