,N29121G
N06691U,0.022409601872946203
N06731X,0.0161678864774068
N06731Y,0.02572893847839651
N26151X,0.0063345534822192165
N29121G,0.0
N29131B,0.08245213256782742
N29131C,0.01718700473388443
N29141A,0.02328548392012924
N29142H,0.08651982478168065
N29131F,0.0
