,N06731Y
N06691U,0.019214346270374816
N06731X,0.009901431675982815
N06731Y,0.0
N26151X,0.011522201109455031
N29121G,0.025346510924020217
N29131B,0.029947175166149413
N29131C,0.005803116030346342
N29141A,0.016705385634372672
N29142H,0.07000674588654845
N29131F,0.027590872986325427
