,N31111S
N06351L,0.07123815564778331
N06411H,0.07519331093485308
N06421A,0.008648920821668621
N06421D,0.013520096867618318
N06421E,0.10206644678261842
N06421F,0.035648772244820194
N06421G,0.08569381400054593
N06431Y,0.03985360657622061
N31111S,0.0
N31111U,0.0
N31111W,0.1302067345818877
