,N06421E
N06351L,0.05157688753307537
N06411H,0.05331487006815356
N06421A,0.006052489970005089
N06421D,0.019256339667476766
N06421E,0.0
N06421F,0.021595596998266894
N06421G,0.06193681208785619
N06431Y,0.03746603751734845
N31111S,0.06997017753393758
N31111U,0.01830017216392421
N31111W,0.06621708324898765
