,N06421F
N06351L,0.028957374478538033
N06411H,0.040428965299986415
N06421A,0.0
N06421D,0.021181511844995466
N06421E,0.0013417926704540287
N06421F,0.0
N06421G,0.014692530443758347
N06431Y,0.03932877575824322
N31111S,0.009909250882975954
N31111U,0.0
N31111W,0.004644655233718268
