,N06431Y
N06351L,0.03424194452130789
N06411H,0.04382342630371888
N06421A,0.0
N06421D,0.03360682374734457
N06421E,0.007443617273058753
N06421F,0.0487730590498268
N06421G,0.02335932038779134
N06431Y,0.0
N31111S,0.012121857005008257
N31111U,0.0
N31111W,0.013009147091362009
