,N06411H
N06351L,0.007968705454709398
N06411H,0.0
N06421A,0.006034016282921728
N06421D,0.01932206871260553
N06421E,0.023017861886146903
N06421F,0.04807318309790514
N06421G,0.022534029837313105
N06431Y,0.0497163082297781
N31111S,0.018182167835773075
N31111U,0.005374596038755522
N31111W,0.017167304264129133
