M_0108_0478_0479
""
""
""
""
""
""
""
""
""
""
""
150.8000025
149.3000025
142.3000025
144.00000166666666
136.000001
131.70000016666663
125.09999933333332
127.00000016666668
125.00000016666668
116.99999933333334
117.700001
114.4000005
108.09999983333334
106.29999958333332
104.99999875
98.99999941666668
99.0999995
93.40000033333337
88.10000050000001
83.39999941666666
83.39999941666666
78.09999958333333
66.99999874999999
65.59999941666666
64.99999908333334
66.39999933333333
63.70000016666666
83.00000033333333
89.99999924999999
89.29999941666667
90.89999941666667
91.60000016666667
105.30000183333334
110.00000166666666
112.60000141666666
113.30000125
114.90000191666664
111.90000191666664
105.90000191666664
81.90000191666667
74.80000291666667
71.80000258333332
73.80000291666666
68.80000224999999
52.40000075
46.800001
45.900001083333336
43.900001083333336
42.90000075
45.20000124999999
49.90000108333333
52.90000108333333
53.20000066666666
55.90000083333333
60.90000116666667
68.00000133333333
66.40000133333334
75.90000025
75.90000024999999
78.90000024999999
84.90000091666667
84.29999991666666
89.50000008333335
105.89999925
113.90000033333337
122.2999995
122.99999866666668
137.59999866666666
143.7999985
147.89999933333334
159.90000033333334
165.20000116666665
161.90000033333334
180.80000166666665
184.2000025
183.80000333333336
191.60000166666669
195.8000033333333
206.80000333333336
198.5000025
208.6000025
215.9000008333333
231.2
250.60000083333333
271.89999916666665
261.2999983333333
277.5999983333333
291.8999966666667
303.89999916666665
322.70000000000005
326.9999983333334
337.40000000000003
349.2999991666666
360.00000083333333
366.4000025
362.3000016666667
377.0000033333333
406.700005
419.3000058333334
435.1000033333333
450.0
464.1999941666667
488.8999958333334
516.0999933333334
546.8999958333334
574.8999958333334
607.3999983333333
649.8999933333333
658.8999933333333
677.8999933333333
696.3999933333333
703.9999991666667
718.2999966666666
711.9999991666667
734.9000033333333
740.6000049999999
754.7000066666666
749.1000108333333
765.7000066666666
762.000015
774.000015
783.2000175000002
788.2000125
793.900015
809.2000233333334
842.0000208333332
842.0000208333335
852.400025
848.2000175
860.9000091666667
842.000005
854.6000008333334
864.9000041666668
849.7999983333333
836.4000000000001
857.7999958333334
851.0999883333333
846.2999958333334
833.0999933333333
819.3999908333332
789.799995
791.1000033333335
790.8000108333334
770.1000091666666
753.1000041666666
757.9000016666668
763.8000049999999
733.3000033333333
713.5000108333334
707.2000075
707.2000075
717.1000016666667
740.400005
728.0000008333333
717.3999991666666
728.6999966666667
735.099995
739.099995
736.599995
750.8999924999999
755.9999883333334
751.9999883333334
769.8999825
769.6999908333332
777.9999833333333
783.8999875
783.8999875
779.9999883333334
790.9999883333334
797.7999966666666
782.7999966666666
749.2000008333334
724.4999991666667
747.0999991666666
758.9000033333333
750.599995
729.9999991666667
748.099995
738.3999933333334
723.8999983333333
694.0
684.1999916666667
699.2999883333332
713.7999883333332
765.69999
736.3999883333332
726.9999883333334
748.5999891666667
745.5999891666667
698.8999875
698.7999916666668
714.6999858333334
717.8999875
722.2999916666666
731.7999966666666
749.8999924999999
734.9999958333334
724.9999958333334
686.9999958333334
676.899995
685.4999908333333
702.9999908333333
685.7999883333333
661.9999908333333
678.899995
665.9999908333333
653.6999875
639.1999875
640.5999808333332
657.3999783333333
669.09998
652.09998
641.3999883333332
