,N06421D
N06351L,0.044534493598184816
N06411H,0.036191418295992435
N06421A,0.015073120643415476
N06421D,0.0
N06421E,0.0
N06421F,0.029852907575230757
N06421G,0.04083289377361925
N06431Y,0.024749149029781866
N31111S,0.0
N31111U,0.01771072072081122
N31111W,0.025187914342609898
