,N06421F
N06351L,0.03554688232343875
N06411H,0.023984452068701555
N06421A,0.0
N06421D,0.024016967946025997
N06421E,0.021217338242268444
N06421F,0.0
N06421G,0.014019476103875007
N06431Y,0.055205832512499685
N31111S,0.02135472989286847
N31111U,0.0
N31111W,0.03083535407149328
