,N06421G
N06351L,0.018921828583380287
N06411H,0.025220130036949683
N06421A,0.02022579016554696
N06421D,0.03519336075435782
N06421E,0.01752740120751751
N06421F,0.017463187918647143
N06421G,0.0
N06431Y,0.02832707284740506
N31111S,0.01949904128365669
N31111U,0.012436056854341314
N31111W,0.0447511956928105
