,N31111W
N06351L,0.019895982296374588
N06411H,0.022403455700439338
N06421A,0.023687122738815666
N06421D,0.03624116629539195
N06421E,0.0
N06421F,0.01594852815990932
N06421G,0.03042056493500674
N06431Y,0.016782242912310893
N31111S,0.01502633658401331
N31111U,0.01510931636481374
N31111W,0.0
