,N06351L
N06351L,0.0
N06411H,0.040715405567348345
N06421A,0.0
N06421D,0.02872486643188588
N06421E,0.02227912181221705
N06421F,0.04280048279430321
N06421G,0.027324453570481223
N06431Y,0.050643452095981076
N31111S,0.02106384065750856
N31111U,0.0
N31111W,0.030208100267652138
