,N06421E
N06351L,0.015703940993881036
N06411H,0.029030818034778267
N06421A,0.0
N06421D,0.02428284917369164
N06421E,0.0
N06421F,0.014996368642279581
N06421G,0.010930187339602243
N06431Y,0.011743984187085898
N31111S,0.02501171441967189
N31111U,0.009701053042540646
N31111W,0.011584737251250319
