N06421E
84.0
60.0
72.0
96.0
0.0
60.0
36.0
108.0
36.0
84.0
0.0
96.0
48.0
36.0
60.0
36.0
60.0
48.0
0.0
36.0
24.0
12.0
48.0
24.0
36.0
36.0
96.0
12.0
12.0
36.0
24.0
48.0
48.0
24.0
0.0
12.0
12.0
24.0
36.0
30.0
0.0
0.0
12.0
48.0
0.0
18.0
36.0
36.0
0.0
24.0
18.0
24.0
24.0
18.0
24.0
24.0
60.0
0.0
36.0
36.0
12.0
0.0
24.0
24.0
12.0
24.0
0.0
36.0
12.0
0.0
24.0
0.0
0.0
0.0
12.0
12.0
12.0
12.0
12.0
0.0
0.0
12.0
12.0
0.0
12.0
12.0
0.0
24.0
48.0
0.0
24.0
24.0
24.0
36.0
12.0
12.0
48.0
24.0
0.0
12.0
48.0
24.0
24.0
36.0
36.0
24.0
48.0
48.0
48.0
24.0
12.0
12.0
36.0
36.0
60.0
48.0
36.0
36.0
24.0
84.0
36.0
36.0
24.0
36.0
108.0
24.0
60.0
120.0
48.0
72.0
36.0
12.0
60.0
60.0
84.0
84.0
12.0
180.0
36.0
24.0
84.0
48.0
96.0
60.0
180.0
36.0
60.0
84.0
108.0
72.0
144.0
12.0
120.0
132.0
108.0
36.0
108.0
108.0
120.0
120.0
144.0
180.0
84.0
84.0
120.0
132.0
60.0
72.0
60.0
132.0
84.0
180.0
192.0
162.0
156.0
108.0
204.0
108.0
72.0
108.0
60.0
156.0
72.0
96.0
96.0
180.0
120.0
96.0
120.0
132.0
84.0
132.0
120.0
132.0
84.0
168.0
108.0
120.0
144.0
96.0
144.0
72.0
216.0
12.0
96.0
84.0
48.0
108.0
108.0
84.0
192.0
144.0
84.0
0.0
168.0
84.0
192.0
192.0
216.0
168.0
240.0
252.0
348.0
432.0
312.0
216.0
240.0
240.0
180.0
228.0
216.0
168.0
120.0
96.0
108.0
156.0
120.0
60.0
192.0
96.0
48.0
96.0
60.0
36.0
72.0
48.0
168.0
72.0
144.0
72.0
132.0
144.0
120.0
0.0
132.0
144.0
132.0
144.0
84.0
60.0
48.0
72.0
96.0
96.0
48.0
180.0
60.0
96.0
12.0
48.0
60.0
108.0
108.0
12.0
84.0
48.0
84.0
60.0
108.0
84.0
24.0
36.0
132.0
48.0
72.0
108.0
72.0
36.0
120.0
24.0
60.0
48.0
60.0
72.0
60.0
0.0
96.0
84.0
108.0
84.0
72.0
48.0
36.0
72.0
60.0
24.0
72.0
24.0
36.0
48.0
0.0
24.0
120.0
36.0
12.0
24.0
24.0
12.0
36.0
60.0
36.0
24.0
36.0
24.0
0.0
36.0
36.0
48.0
0.0
0.0
36.0
0.0
0.0
60.0
72.0
54.0
36.0
36.0
6.0
6.0
0.0
12.0
24.0
0.0
36.0
12.0
0.0
0.0
24.0
12.0
0.0
12.0
24.0
12.0
12.0
36.0
12.0
0.0
36.0
12.0
0.0
0.0
0.0
12.0
12.0
36.0
12.0
24.0
12.0
12.0
0.0
24.0
12.0
12.0
0.0
60.0
12.0
12.0
0.0
0.0
0.0
6.0
36.0
12.0
12.0
0.0
0.0
24.0
0.0
36.0
24.0
0.0
0.0
24.0
24.0
24.0
36.0
0.0
24.0
36.0
12.0
24.0
0.0
36.0
12.0
36.0
48.0
12.0
12.0
12.0
24.0
12.0
36.0
48.0
12.0
0.0
36.0
72.0
24.0
12.0
24.0
24.0
0.0
24.0
36.0
60.0
24.0
48.0
12.0
12.0
108.0
36.0
72.0
84.0
24.0
48.0
72.0
72.0
156.0
72.0
96.0
48.0
60.0
96.0
168.0
120.0
84.0
96.0
168.0
24.0
96.0
156.0
108.0
60.0
60.0
72.0
144.0
96.0
144.0
60.0
192.0
108.0
108.0
72.0
96.0
204.0
96.0
96.0
96.0
84.0
120.0
108.0
132.0
60.0
108.0
132.0
120.0
96.0
144.0
60.0
120.0
84.0
192.0
72.0
84.0
60.0
132.0
168.0
132.0
144.0
120.0
60.0
108.0
132.0
72.0
96.0
168.0
96.0
168.0
156.0
84.0
84.0
84.0
168.0
84.0
144.0
120.0
108.0
156.0
180.0
300.0
144.0
120.0
120.0
108.0
108.0
84.0
108.0
120.0
84.0
168.0
168.0
120.0
36.0
36.0
60.0
48.0
48.0
120.0
72.0
12.0
24.0
48.0
156.0
84.0
48.0
24.0
84.0
108.0
48.0
48.0
36.0
48.0
60.0
60.0
72.0
108.0
0.0
48.0
72.0
12.0
24.0
60.0
48.0
60.0
144.0
60.0
36.0
72.0
36.0
60.0
24.0
72.0
36.0
24.0
24.0
0.0
72.0
24.0
36.0
36.0
72.0
48.0
72.0
96.0
24.0
60.0
12.0
24.0
36.0
36.0
36.0
24.0
24.0
24.0
42.0
60.0
60.0
60.0
60.0
36.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
12.0
30.0
36.0
18.0
36.0
18.0
0.0
36.0
0.0
12.0
0.0
6.0
24.0
6.0
0.0
0.0
0.0
0.0
0.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
24.0
0.0
12.0
0.0
0.0
24.0
0.0
12.0
0.0
24.0
0.0
12.0
24.0
12.0
12.0
24.0
12.0
0.0
12.0
12.0
12.0
24.0
24.0
12.0
36.0
12.0
12.0
12.0
24.0
36.0
72.0
48.0
36.0
120.0
120.0
36.0
144.0
108.0
84.0
120.0
156.0
108.0
108.0
96.0
96.0
96.0
204.0
192.0
228.0
216.0
96.0
96.0
162.0
144.0
144.0
168.0
96.0
24.0
54.0
108.0
132.0
114.0
96.0
84.0
72.0
84.0
96.0
120.0
114.0
108.0
132.0
114.0
84.0
120.0
100.0
96.0
68.0
96.0
84.0
168.0
72.0
108.0
24.0
72.0
84.0
96.0
156.0
120.0
72.0
72.0
108.0
84.0
132.0
180.0
192.0
138.0
114.0
132.0
108.0
84.0
90.0
120.0
84.0
84.0
108.0
162.0
144.0
102.0
144.0
186.0
156.0
84.0
102.0
126.0
108.0
66.0
114.0
180.0
138.0
96.0
112.0
120.0
144.0
48.0
228.0
192.0
264.0
264.0
198.0
120.0
222.0
288.0
210.0
216.0
258.0
264.0
294.0
312.0
246.0
252.0
324.0
324.0
384.0
312.0
342.0
324.0
258.0
276.0
258.0
228.0
372.0
408.0
228.0
276.0
306.0
336.0
222.0
216.0
264.0
144.0
354.0
372.0
372.0
432.0
336.0
300.0
264.0
324.0
342.0
288.0
234.0
276.0
168.0
216.0
90.0
108.0
120.0
108.0
114.0
120.0
168.0
120.0
114.0
72.0
144.0
144.0
96.0
72.0
72.0
120.0
60.0
36.0
48.0
60.0
84.0
36.0
