N06421A
36.0
12.0
24.0
0.0
24.0
72.0
0.0
36.0
0.0
0.0
12.0
0.0
0.0
12.0
12.0
12.0
0.0
0.0
24.0
24.0
12.0
12.0
0.0
12.0
12.0
12.0
0.0
0.0
12.0
12.0
0.0
12.0
12.0
0.0
0.0
24.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.0
12.0
6.0
0.0
0.0
0.0
0.0
0.0
6.0
12.0
6.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12.0
12.0
0.0
0.0
0.0
0.0
0.0
12.0
0.0
0.0
0.0
0.0
0.0
24.0
12.0
0.0
24.0
12.0
12.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.0
36.0
0.0
24.0
0.0
12.0
0.0
0.0
48.0
48.0
24.0
24.0
36.0
12.0
0.0
0.0
48.0
0.0
0.0
24.0
24.0
12.0
48.0
24.0
48.0
48.0
96.0
36.0
60.0
84.0
48.0
72.0
36.0
0.0
60.0
12.0
12.0
96.0
72.0
48.0
72.0
48.0
0.0
48.0
60.0
60.0
0.0
96.0
36.0
72.0
48.0
132.0
36.0
24.0
24.0
72.0
48.0
0.0
84.0
36.0
48.0
48.0
72.0
72.0
96.0
12.0
108.0
48.0
24.0
48.0
96.0
60.0
84.0
60.0
96.0
48.0
60.0
108.0
36.0
144.0
90.0
48.0
48.0
60.0
60.0
60.0
36.0
84.0
48.0
60.0
48.0
120.0
36.0
48.0
48.0
84.0
72.0
24.0
84.0
36.0
48.0
72.0
24.0
72.0
36.0
48.0
24.0
96.0
84.0
96.0
12.0
0.0
84.0
48.0
96.0
48.0
60.0
84.0
36.0
36.0
60.0
24.0
72.0
48.0
72.0
12.0
48.0
48.0
60.0
72.0
168.0
60.0
144.0
144.0
120.0
72.0
24.0
36.0
36.0
12.0
60.0
48.0
144.0
60.0
72.0
120.0
144.0
132.0
12.0
72.0
36.0
24.0
36.0
24.0
96.0
84.0
60.0
60.0
36.0
48.0
48.0
48.0
24.0
84.0
108.0
48.0
72.0
36.0
60.0
72.0
144.0
0.0
12.0
48.0
0.0
12.0
48.0
48.0
48.0
12.0
48.0
48.0
24.0
24.0
12.0
36.0
36.0
12.0
24.0
24.0
12.0
24.0
0.0
36.0
12.0
24.0
24.0
12.0
12.0
12.0
36.0
12.0
12.0
24.0
36.0
0.0
24.0
0.0
36.0
24.0
12.0
36.0
48.0
12.0
12.0
24.0
24.0
24.0
12.0
12.0
36.0
0.0
0.0
24.0
0.0
12.0
0.0
0.0
36.0
36.0
0.0
0.0
24.0
24.0
24.0
24.0
12.0
12.0
0.0
0.0
12.0
0.0
0.0
0.0
18.0
6.0
6.0
0.0
6.0
0.0
0.0
12.0
12.0
12.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
36.0
